ID,Parent,Child,TrueOrFalse
87,prioracq,ThoughtInsertionPT,false
88,Anxiety,AlcoholDependence,false
89,Gender,EmploymentOrTraining,false
90,RefuseFailToAttendTherapy,GangMember,false
91,ParanoidDelusionsPT,ASPD,false
92,Anger,SocialProtectiveObs,false
93,ParanoidDelusions,Hallucinations,false
94,CriminalNetwork,HazardousDrinkingAfterRelease,false
95,Impulsivity,CocaineDuringPrisonSentence,false
96,pclrscore,Hallucinations,false
97,TimeAtRisk,PsychiatricTreatmentGivenRFAT,false
98,Stress,Education,false
99,CriminalFamilyBackground,Impulsivity,false
100,PsychiatricTreatment,TimeAtRisk,false
101,ViolentConvictions,Anger,false
102,ViolentConvictionsRate,DomesticStability,false
103,Impulsivity,HazardousDrinkingAfterRelease,false
104,CocaineDependence,CocaineAfterRelease,false
105,Violence,CriminalFamilyBackground,false
106,Education,AbilityToCope,false
107,DrugTreatmentGivenRFAT,PsychiatricTreatment,false
108,ResponseToTreatGivenAlcDep,PCLRfactor2,false
109,FinancialDifficulties,Gender,false
110,EcstasyPT,CannabisPT,false
111,CocaineBeforePrisonSentence,PCLRfactor2,false
112,CriminalNetwork,ComplianceWithSupervision,false
113,ViolentConvictionsRate,EcstasyDependence,false
114,AnxietyPT,ParanoidDelusions,false
115,AlcoholTreatment,AngerPT,false
116,CocaineBeforePrisonSentence,MentalIllnessDL,false
117,SocialProtectiveObs,Stress,false
118,PriorViolentConvictions,EcstasyPT,false
119,AlcoholDependence,Anxiety,false
120,ComplianceWithSupervision,EcstasyDuringPrisonSentence,false
121,MentalIllnessDL,CocaineDependence,false
122,AggressionDL,CocaineBeforePrisonSentence,false
123,ParanoidDelusions,HazardousDrinkingPT,false
124,ResponsivenessToTreatment,Anger,false
125,ViolentConvictionsRate,PriorViolentConvictions,false
126,Hallucinations,AbilityToCope,false
127,LivingCircumstances,DepressionPT,false
128,BPD,AngerManagementGivenRFAT,false
129,CannabisDuringPrisonSentence,Stress,false
130,HazardousDrinkingPT,ResponsivenessToTreatment,false
131,ResponsivenessToTreatment,CannabisBeforePrisonSentence,false
132,CocaineDuringPrisonSentence,Education,false
133,ResponseToTreatGivenAlcDep,prioracq,false
134,ViolentConvRateGivenProt,SocialProtectiveObs,false
135,RefuseFailToAttendTherapy,CocaineAfterRelease,false
136,CriminalNetwork,AbilityToCope,false
137,RefuseFailToAttendTherapy,SocialProtectiveObs,false
