ID,Parent,Child,TrueOrFalse
44,AggressionDL,ViolentConvictionsRate,true
45,GangMember,CriminalAttitude,true
46,AngerManagementGivenRFAT,AngerPT,true
47,RefuseFailToAttendTherapy,PsychiatricTreatmentGivenRFAT,true
48,SymptomsOfMentalIllness,Anxiety,true
49,Victimisation,ProblematicLifeEvents,true
50,AnxietyPT,FinancialDifficulties,true
51,HazardousDrinkingAfterRelease,HazardousDrinkingPT,true
52,AngerPT,ViolentThoughts,true
53,ResponsivenessToTreatment,ParanoidDelusionsPT,true
54,Victimisation,ViolentThoughts,true
55,CannabisBeforePrisonSentence,CannabisAfterRelease,true
56,ViolentThoughts,AggressionDL,true
57,ResponsivenessToTreatment,ResponseToTreatGivenDrugDep,true
58,ParanoidDelusionsPT,MentalIllnessSymptomCount,true
59,CocaineDuringPrisonSentence,CocaineAfterRelease,true
60,Education,Intelligence,true
61,AlcoholDependence,ResponseToTreatGivenAlcDep,true
62,AnyDrugDependence,ResponseToTreatGivenDrugDep,true
63,ParanoidDelusions,ParanoidDelusionsPT,true
64,TimeAtRisk,ViolentConvictions,true
65,Violence,prioracq,true
66,PsychiatricTreatmentGivenRFAT,StrangeExperiencesPT,true
67,CriminalAttitude,AttitudeDL,true
68,Violence,PriorViolentConvictions,true
69,AngerManagementGivenRFAT,ViolentConvictions,false
70,ThoughtInsertion,Education,false
71,PsychiatricTreatment,SubstanceMisuseDL,false
72,AlcoholDependence,CannabisAfterRelease,false
73,CannabisDuringPrisonSentence,Hallucinations,false
74,EmploymentOrTraining,CriminalNetwork,false
75,ResponsivenessToTreatment,Intelligence,false
76,StrangeExperiences,SymptomsOfMentalIllness,false
77,pclrscore,PsychiatricTreatment,false
78,CannabisDuringPrisonSentence,StrangeExperiences,false
79,ResponseToTreatGivenDrugDep,Hallucinations,false
80,prioracq,PsychiatricTreatmentGivenRFAT,false
81,SocialWithdraw,CocaineDuringPrisonSentence,false
82,CriminalFamilyBackground,ParanoidDelusionsPT,false
83,AlcoholTreatment,PriorViolentConvictions,false
84,Stress,CannabisPT,false
85,CocaineBeforePrisonSentence,CannabisDependence,false
86,Violence,EcstasyBeforePrisonSentence,false
87,ResponsivenessToTreatment,StrangeExperiences,false
88,SubstanceMisuseDL,AngerPT,false
89,SocialProtectiveObs,Age,false
90,HallucinationsPT,SubstanceMisuseDL,false
91,HallucinationsPT,Impulsivity,false
92,Impulsivity,ProblematicLifeEvents,false
93,ViolentThoughts,AbilityToCope,false
94,SocialProtectiveObs,DrugTreatmentGivenRFAT,false
95,PCLRfacet3,SocialProtectiveObs,false
96,EcstasyBeforePrisonSentence,PsychiatricTreatment,false
97,CannabisBeforePrisonSentence,PCLRfactor2,false
98,Gender,MentalIllnessDL,false
99,ThoughtInsertion,prioracq,false
100,StrangeExperiencesPT,AnxietyPT,false
101,EcstasyBeforePrisonSentence,CannabisBeforePrisonSentence,false
102,FinancialDifficulties,CannabisDuringPrisonSentence,false
103,ViolentThoughts,TimeAtRisk,false
104,AngerManagementGivenRFAT,PCLRfactor2,false
105,Intelligence,CannabisDuringPrisonSentence,false
106,HazardousDrinkingAfterRelease,EcstasyDuringPrisonSentence,false
107,MentalIllnessSymptomCount,SocialWithdraw,false
108,AbuseNeglectAsChild,AbilityToCope,false
109,AnxietyPT,ProblematicLifeEvents,false
110,Hallucinations,EcstasyDependence,false
111,ResponsivenessToTreatment,Anger,false
112,SocialWithdraw,CannabisDependence,false
113,CannabisPT,CannabisDependence,false
114,SubstanceUse,CocaineDependence,false
115,CannabisDuringPrisonSentence,ResponseToTreatGivenAlcDep,false
116,Gender,FinancialDifficulties,false
117,DrugTreatment,EcstasyBeforePrisonSentence,false
118,ViolentThoughts,CannabisPT,false
119,CocaineDependence,AngerPT,false
120,EcstasyPT,DrugTreatment,false
121,ResponseToTreatGivenAlcDep,CriminalAttitude,false
122,Stress,ParanoidDelusionsPT,false
123,CannabisDependence,CocainePT,false
124,AbuseNeglectAsChild,PsychiatricTreatment,false
125,AngerPT,Anxiety,false
126,Anger,AnxietyPT,false
127,AlcoholTreatment,AggressionDL,false
128,EcstasyBeforePrisonSentence,CannabisDependence,false
129,AnxietyPT,Hallucinations,false
130,HazardousDrinkingAfterRelease,Hallucinations,false
131,NegativeAttitude,CriminalAttitude,false
132,AttitudeDL,AlcoholDependence,false
133,AlcoholDependence,LivingCircumstances,false
134,ViolentConvictionsRate,PsychiatricTreatment,false
135,ThoughtInsertion,DepressionPT,false
136,RefuseFailToAttendTherapy,PsychiatricTreatment,false
137,FinancialDifficulties,Impulsivity,false
