ID,Parent,Child,TrueOrFalse
64,FinancialDifficulties,Stress,true
65,PsychiatricTreatmentGivenRFAT,ParanoidDelusionsPT,true
66,PsychiatricTreatmentGivenRFAT,AnxietyPT,true
67,SymptomsOfMentalIllness,ThoughtInsertion,true
68,ResponsivenessToTreatment,AnxietyPT,true
69,AngerManagementGivenRFAT,ParanoidDelusionsPT,false
70,PCLRfactor2,PriorViolentConvictions,false
71,SubstanceMisuseDL,ThoughtInsertionPT,false
72,PsychiatricTreatment,CocaineDependence,false
73,CannabisPT,PCLRfactor2,false
74,LivingCircumstances,StrangeExperiences,false
75,EmploymentOrTraining,CocaineDependence,false
76,PCLRfactor2,EcstasyDependence,false
77,Impulsivity,SocialProtectiveObs,false
78,SymptomsOfMentalIllness,SocialProtectiveObs,false
79,ASPD,ResponsivenessToTreatment,false
80,PCLRfactor2,Anger,false
81,EcstasyAfterRelease,ComplianceWithSupervision,false
82,Hallucinations,GangMember,false
83,CriminalAttitude,PsychiatricTreatment,false
84,SocialWithdraw,ViolentThoughts,false
85,DrugTreatmentGivenRFAT,ParanoidDelusions,false
86,PriorViolentConvictions,CocaineDependence,false
87,AlcoholTreatmentGivenRFAT,EcstasyDependence,false
88,SymptomsOfMentalIllness,DrugTreatmentGivenRFAT,false
89,CannabisPT,SocialProtectiveObs,false
90,CannabisDependence,AngerPT,false
91,Violence,Anxiety,false
92,AngerManagementGivenRFAT,SubstanceMisuseDL,false
93,HazardousDrinkingPT,PCLRfactor1,false
94,SymptomsOfMentalIllness,PCLRfactor2,false
95,Gender,PsychiatricTreatmentGivenRFAT,false
96,AnxietyPT,CocainePT,false
97,Anxiety,Depression,false
98,Intelligence,AlcoholTreatmentGivenRFAT,false
99,CriminalFamilyBackground,Victimisation,false
100,EcstasyDuringPrisonSentence,StrangeExperiencesPT,false
101,SymptomsOfMentalIllness,CriminalFamilyBackground,false
102,Hallucinations,AbuseNeglectAsChild,false
103,ThoughtInsertion,DomesticStability,false
104,Age,ViolentConvictions,false
105,PCLRfacet3,CriminalNetwork,false
106,ASPD,AlcoholTreatmentGivenRFAT,false
107,SocialProtectiveObs,NegativeAttitude,false
108,AbilityToCope,PCLRfactor1,false
109,AlcoholDependence,AbuseNeglectAsChild,false
110,CocaineBeforePrisonSentence,GangMember,false
111,EcstasyBeforePrisonSentence,NegativeAttitude,false
112,AngerManagement,PCLRfacet3,false
113,StrangeExperiences,NegativeAttitude,false
114,LivingCircumstances,ResponseToTreatGivenAlcDep,false
115,EcstasyDuringPrisonSentence,AbilityToCope,false
116,CannabisDependence,AttitudeDL,false
117,HallucinationsPT,Age,false
118,Violence,NegativeAttitude,false
119,AggressionDL,AngerManagement,false
120,AbuseNeglectAsChild,prioracq,false
121,CriminalAttitude,ASPD,false
122,CocaineDuringPrisonSentence,Anger,false
123,ThoughtInsertionPT,DepressionPT,false
124,StrangeExperiences,RefuseFailToAttendTherapy,false
125,PCLRfactor1,AnyDrugDependence,false
126,AlcoholTreatmentGivenRFAT,ResponseToTreatGivenDrugDep,false
127,AlcoholDependence,Anger,false
128,AnxietyPT,Depression,false
129,Anxiety,ViolentThoughts,false
130,PCLRfactor2,AnyDrugDependence,false
131,CocaineDuringPrisonSentence,ResponsivenessToTreatment,false
132,AnyDrugDependence,HazardousDrinkingAfterRelease,false
133,prioracq,DrugTreatmentGivenRFAT,false
134,AlcoholDependence,TimeAtRisk,false
135,CannabisDependence,AngerManagementGivenRFAT,false
136,CannabisAfterRelease,HazardousDrinkingAfterRelease,false
137,ViolentConvRateGivenProt,NegativeAttitude,false
