ID,Parent,Child,TrueOrFalse
123,ResponsivenessToTreatment,SocialProtectiveObs,false
124,PCLRfactor2,SymptomsOfMentalIllness,false
125,MentalIllnessDL,CannabisDependence,false
126,HazardousDrinkingAfterRelease,AbuseNeglectAsChild,false
127,EcstasyAfterRelease,Gender,false
128,EcstasyBeforePrisonSentence,Stress,false
129,ParanoidDelusions,Age,false
130,StrangeExperiences,CriminalAttitude,false
131,SocialProtectiveObs,PCLRfactor2,false
132,DomesticStability,GangMember,false
133,Hallucinations,AttitudeDL,false
134,HazardousDrinkingAfterRelease,StrangeExperiencesPT,false
135,PriorViolentConvictions,AnxietyPT,false
136,ViolentConvictionsRate,DrugTreatmentGivenRFAT,false
137,ViolentThoughts,HazardousDrinkingPT,false
