ID,Parent,Child,TrueOrFalse
76,PCLRfacet3,HallucinationsPT,false
77,StrangeExperiences,CannabisDuringPrisonSentence,false
78,CocaineDependence,CocaineBeforePrisonSentence,false
79,PriorViolentConvictions,ThoughtInsertion,false
80,ThoughtInsertion,PsychiatricTreatment,false
81,EmploymentOrTraining,ASPD,false
82,NegativeAttitude,DrugTreatment,false
83,PsychiatricTreatmentGivenRFAT,prioracq,false
84,SubstanceUse,DomesticStability,false
85,Violence,CocaineDuringPrisonSentence,false
86,PriorViolentConvictions,HazardousDrinkingPT,false
87,PCLRfactor2,ProblematicLifeEvents,false
88,ViolentConvRateGivenProt,Intelligence,false
89,Depression,DrugTreatmentGivenRFAT,false
90,AnxietyPT,LivingCircumstances,false
91,PsychiatricTreatment,ResponseToTreatGivenAlcDep,false
92,NegativeAttitude,Age,false
93,CocainePT,AlcoholTreatmentGivenRFAT,false
94,HallucinationsPT,CocaineAfterRelease,false
95,CannabisBeforePrisonSentence,FinancialDifficulties,false
96,ParanoidDelusionsPT,Anxiety,false
97,Gender,SymptomsOfMentalIllness,false
98,Age,Violence,false
99,ParanoidDelusionsPT,CocaineAfterRelease,false
100,Hallucinations,Education,false
101,PsychiatricTreatment,RefuseFailToAttendTherapy,false
102,AbilityToCope,FinancialDifficulties,false
103,StrangeExperiences,CannabisAfterRelease,false
104,AlcoholTreatment,AlcoholDependence,false
105,StrangeExperiencesPT,Gender,false
106,DomesticStability,Hallucinations,false
107,prioracq,EcstasyDuringPrisonSentence,false
108,SocialWithdraw,ResponsivenessToTreatment,false
109,Victimisation,DomesticStability,false
110,CannabisDependence,HallucinationsPT,false
111,AnxietyPT,EmploymentOrTraining,false
112,CocaineAfterRelease,PCLRfacet3,false
113,EcstasyPT,Hallucinations,false
114,EcstasyAfterRelease,HazardousDrinkingPT,false
115,CriminalFamilyBackground,DrugTreatmentGivenRFAT,false
116,EcstasyAfterRelease,CriminalNetwork,false
117,ResponseToTreatGivenAlcDep,CannabisAfterRelease,false
118,CocainePT,Depression,false
119,HazardousDrinkingPT,ResponseToTreatGivenDrugDep,false
120,BPD,PCLRfactor2,false
121,Violence,DepressionPT,false
122,Age,Education,false
123,ViolentThoughts,SymptomsOfMentalIllness,false
124,ResponseToTreatGivenAlcDep,EcstasyBeforePrisonSentence,false
125,Intelligence,Violence,false
126,DomesticStability,CriminalNetwork,false
127,Stress,NegativeAttitude,false
128,pclrscore,Depression,false
129,AngerPT,MentalIllnessSymptomCount,false
130,Intelligence,FinancialDifficulties,false
131,PsychiatricTreatment,ThoughtInsertion,false
132,NegativeAttitude,CocaineDependence,false
133,PsychiatricTreatment,Anger,false
134,EcstasyDependence,SymptomsOfMentalIllness,false
135,DrugTreatment,AlcoholDependence,false
136,ViolentConvictionsRate,StrangeExperiencesPT,false
137,ResponsivenessToTreatment,AggressionDL,false
