ID,Parent,Child,TrueOrFalse
64,RefuseFailToAttendTherapy,DrugTreatmentGivenRFAT,true
65,ResponsivenessToTreatment,ResponseToTreatGivenAlcDep,true
66,RefuseFailToAttendTherapy,AngerManagementGivenRFAT,true
67,SymptomsOfMentalIllness,ThoughtInsertion,true
68,ResponsivenessToTreatment,ParanoidDelusionsPT,true
69,AngerPT,Education,false
70,DomesticStability,prioracq,false
71,CriminalNetwork,EmploymentOrTraining,false
72,TimeAtRisk,StrangeExperiencesPT,false
73,MentalIllnessDL,Impulsivity,false
74,EcstasyDependence,AngerManagementGivenRFAT,false
75,Stress,SubstanceMisuseDL,false
76,Gender,PCLRfactor2,false
77,CannabisPT,HazardousDrinkingAfterRelease,false
78,CocaineBeforePrisonSentence,CannabisAfterRelease,false
79,Education,ResponsivenessToTreatment,false
80,PriorViolentConvictions,CannabisDuringPrisonSentence,false
81,GangMember,StrangeExperiences,false
82,TimeAtRisk,ParanoidDelusions,false
83,EmploymentOrTraining,AbilityToCope,false
84,FinancialDifficulties,HazardousDrinkingAfterRelease,false
85,EcstasyAfterRelease,EmploymentOrTraining,false
86,MentalIllnessDL,FinancialDifficulties,false
87,SubstanceMisuseDL,AnyDrugDependence,false
88,AbuseNeglectAsChild,EmploymentOrTraining,false
89,SocialProtectiveObs,PCLRfactor2,false
90,GangMember,CannabisPT,false
91,CocainePT,EcstasyPT,false
92,SymptomsOfMentalIllness,ParanoidDelusionsPT,false
93,CannabisBeforePrisonSentence,EcstasyBeforePrisonSentence,false
94,CocaineDuringPrisonSentence,AbuseNeglectAsChild,false
95,ViolentConvictionsRate,FinancialDifficulties,false
96,Gender,EcstasyDependence,false
97,StrangeExperiences,MentalIllnessSymptomCount,false
98,DrugTreatmentGivenRFAT,AbilityToCope,false
99,EcstasyDependence,Stress,false
100,ViolentConvRateGivenProt,DomesticStability,false
101,PCLRfacet3,RefuseFailToAttendTherapy,false
102,CocaineBeforePrisonSentence,Gender,false
103,PsychiatricTreatment,DrugTreatment,false
104,ViolentConvictionsRate,CocaineAfterRelease,false
105,DomesticStability,ThoughtInsertion,false
106,AngerManagement,prioracq,false
107,AlcoholTreatmentGivenRFAT,ProblematicLifeEvents,false
108,CannabisPT,CocaineAfterRelease,false
109,CannabisDuringPrisonSentence,AlcoholDependence,false
110,ComplianceWithSupervision,CannabisDependence,false
111,HallucinationsPT,MentalIllnessDL,false
112,EcstasyPT,EcstasyDependence,false
113,FinancialDifficulties,SubstanceUse,false
114,StrangeExperiences,AggressionDL,false
115,EcstasyAfterRelease,TimeAtRisk,false
116,StrangeExperiencesPT,TimeAtRisk,false
117,CannabisAfterRelease,CocaineDependence,false
118,CannabisDuringPrisonSentence,Education,false
119,ParanoidDelusionsPT,AnxietyPT,false
120,CannabisPT,CannabisAfterRelease,false
121,Impulsivity,Anger,false
122,CriminalAttitude,BPD,false
123,ViolentConvictions,EcstasyBeforePrisonSentence,false
124,AngerPT,EcstasyDependence,false
125,AlcoholTreatmentGivenRFAT,ParanoidDelusionsPT,false
126,ASPD,AngerManagementGivenRFAT,false
127,CannabisAfterRelease,Anger,false
128,AlcoholDependence,ProblematicLifeEvents,false
129,ThoughtInsertionPT,AggressionDL,false
130,AngerManagement,ResponseToTreatGivenAlcDep,false
131,NegativeAttitude,HazardousDrinkingPT,false
132,ResponseToTreatGivenDrugDep,ViolentConvictions,false
133,AbilityToCope,CannabisBeforePrisonSentence,false
134,CocainePT,AbilityToCope,false
135,EcstasyPT,DomesticStability,false
136,ASPD,ViolentConvictionsRate,false
137,FinancialDifficulties,StrangeExperiencesPT,false
