ID,Parent,Child,TrueOrFalse
57,AlcoholTreatmentGivenRFAT,HazardousDrinkingPT,true
58,CannabisBeforePrisonSentence,CannabisDuringPrisonSentence,true
59,CriminalAttitude,AttitudeDL,true
60,CocainePT,SubstanceUse,true
61,ThoughtInsertion,ThoughtInsertionPT,true
62,HazardousDrinkingAfterRelease,AlcoholDependence,true
63,EmploymentOrTraining,FinancialDifficulties,true
64,Violence,Gender,true
65,SymptomsOfMentalIllness,Hallucinations,true
66,TimeAtRisk,ViolentConvictions,true
67,AnxietyPT,MentalIllnessSymptomCount,true
68,AngerManagementGivenRFAT,AngerPT,true
69,AnxietyPT,Violence,false
70,CannabisPT,Education,false
71,TimeAtRisk,DrugTreatmentGivenRFAT,false
72,MentalIllnessSymptomCount,SubstanceMisuseDL,false
73,Anger,HazardousDrinkingPT,false
74,CannabisPT,Stress,false
75,PsychiatricTreatmentGivenRFAT,MentalIllnessDL,false
76,DomesticStability,CannabisBeforePrisonSentence,false
77,ResponseToTreatGivenAlcDep,ComplianceWithSupervision,false
78,HallucinationsPT,Anxiety,false
79,PCLRfactor1,CocaineDuringPrisonSentence,false
80,EcstasyPT,HallucinationsPT,false
81,PCLRfactor2,HazardousDrinkingAfterRelease,false
82,Stress,CocaineDuringPrisonSentence,false
83,MentalIllnessDL,RefuseFailToAttendTherapy,false
84,AlcoholTreatmentGivenRFAT,prioracq,false
85,PCLRfactor1,prioracq,false
86,CannabisDuringPrisonSentence,ASPD,false
87,CriminalAttitude,DomesticStability,false
88,AnyDrugDependence,MentalIllnessSymptomCount,false
89,CannabisBeforePrisonSentence,ComplianceWithSupervision,false
90,AlcoholTreatment,ProblematicLifeEvents,false
91,DomesticStability,PCLRfactor2,false
92,MentalIllnessDL,ResponseToTreatGivenDrugDep,false
93,CocainePT,StrangeExperiences,false
94,Victimisation,Impulsivity,false
95,StrangeExperiencesPT,Stress,false
96,ParanoidDelusions,AbuseNeglectAsChild,false
97,LivingCircumstances,Anxiety,false
98,CriminalAttitude,ParanoidDelusions,false
99,AlcoholTreatment,SymptomsOfMentalIllness,false
100,Anxiety,DrugTreatment,false
101,GangMember,ViolentConvictions,false
102,Intelligence,ThoughtInsertion,false
103,SocialWithdraw,EcstasyDependence,false
104,Anger,DrugTreatmentGivenRFAT,false
105,BPD,prioracq,false
106,Age,TimeAtRisk,false
107,CriminalAttitude,Depression,false
108,ParanoidDelusionsPT,RefuseFailToAttendTherapy,false
109,Impulsivity,BPD,false
110,Stress,RefuseFailToAttendTherapy,false
111,Gender,ThoughtInsertionPT,false
112,CriminalFamilyBackground,PCLRfactor2,false
113,pclrscore,Age,false
114,DepressionPT,ThoughtInsertionPT,false
115,AngerManagement,AlcoholTreatment,false
116,AnxietyPT,ViolentConvictionsRate,false
117,PCLRfactor1,Impulsivity,false
118,SocialProtectiveObs,SubstanceMisuseDL,false
119,CocaineDuringPrisonSentence,prioracq,false
120,AngerManagementGivenRFAT,AggressionDL,false
121,PCLRfacet3,AbilityToCope,false
122,SymptomsOfMentalIllness,ParanoidDelusionsPT,false
123,Impulsivity,StrangeExperiencesPT,false
124,ViolentConvictionsRate,PCLRfacet3,false
125,SocialProtectiveObs,AnxietyPT,false
126,Intelligence,SubstanceUse,false
127,Intelligence,PCLRfactor1,false
128,AngerManagementGivenRFAT,AlcoholTreatmentGivenRFAT,false
129,PCLRfactor1,ParanoidDelusionsPT,false
130,Stress,HallucinationsPT,false
131,Gender,AlcoholTreatmentGivenRFAT,false
132,CocaineBeforePrisonSentence,ViolentThoughts,false
133,PCLRfacet3,PCLRfactor1,false
134,ComplianceWithSupervision,PsychiatricTreatment,false
135,EcstasyDependence,AbilityToCope,false
136,Stress,ViolentThoughts,false
137,EcstasyPT,SocialWithdraw,false
