ID,Variable1,Variable2,TrueOrFalse
106,WSH_WashWithAgent,MTH_MaternalAge,false
107,IMM_VitaminA1,DEL_SmallBaby,false
108,CHI_Age,FP_BirthsLast5Yrs,false
109,MTH_MaternalAge,BF_BottleFeeding,false
110,IMM_Measles,MTH_MaternalAge,false
111,KNW_WatchTV,WSH_SafeStoolDisposal,false
112,GEO_Region,IMM_Diptheria,false
113,DEL_SmallBaby,IMM_Diptheria,false
114,HOU_CookingFuel,FP_BirthsLast5Yrs,false
115,MTH_MaternalAge,BF_EarlyBreastfeeding,false
116,DIA_HadDiarrhoea,CUL_LanguageGroup,false
117,HOU_ModernWallMaterial,CHI_Age,false
118,CUL_Religion,KNW_WatchTV,false
119,BF_BreastfedMonths,CUL_Religion,false
120,WSH_ImprovedWaterSource,CUL_LanguageGroup,false
121,SRV_Near,FP_ModernMethod,false
122,SRV_OKAlone,IMM_Diptheria,false
123,BF_BreastfedMonths,BF_BottleFeeding,false
124,SRV_Near,ECO_WealthQuintile,false
125,FP_BirthsLast5Yrs,WSH_ImprovedToilet,false
126,CUL_Religion,SRV_Near,false
127,BF_BreastfedMonths,IMM_Diptheria,false
128,MTH_Education,BF_EarlyBreastfeeding,false
129,SRV_OKAlone,HOU_CookingFuel,false
130,DEL_SmallBaby,SRV_OKAlone,false
131,BF_BottleFeeding,IMM_Measles,false
132,HOU_ModernWallMaterial,SRV_Near,false
133,WSH_ImprovedWaterSource,MTH_MaternalAge,false
134,IMM_Measles,HOU_ModernWallMaterial,false
135,WSH_SafeStoolDisposal,IMM_VitaminA1,false
