Positive_tests,Excess_mortality,Tests_across_all_4_Pillars,Season,Leisure_activity,Work_and_school_activity,Deaths_with_COVID_on_certificate,Reinfections,Patients_in_MVBs,Majority_COVID_19_variant,Lockdown,Hospital_admissions,Face_masks,Second_dose_uptake,Transportation_activity,Patients_in_hospital,New_infections
73667,-1.78,718329,4,1,3.2,178,8672,359,5,1,2687,1,85.9,4,19687,64995
80139,-1.78,723268,4,1,3.2,187,9514,365,4,1,2561,1,85.9,4,19548,70625
92902,-1.78,733949,4,3,3.2,174,11372,363,4,1,2558,1,85.9,4,19299,81530
68326,2.02,596444,4,2,3.8,156,7735,344,4,1,2246,1,85.9,4,18530,60591
61460,2.02,565023,4,3,4,160,6492,345,4,1,2137,1,85.9,4,17805,54968
72443,2.02,711313,4,3,3.6,175,8010,333,4,1,2245,1,85.8,4,17866,64433
82905,2.02,741482,4,3,3.6,158,9278,330,4,1,2356,1,85.8,4,17614,73627
94180,2.02,818369,4,3,3.4,155,10737,302,4,1,2500,1,85.8,4,17140,83443
99093,2.02,803232,4,3,3.2,161,11348,316,4,1,2432,1,85.8,4,16903,87745
109322,2.02,808175,4,3,3.2,155,12893,299,4,1,2279,1,85.8,3.75,16484,96429
81060,-2.34,609563,4,3,3.8,167,8867,280,4,1,2036,1,85.7,4,15689,72193
67426,-2.34,601004,4,2,3.8,163,6818,277,4,1,2061,1,85.7,4,15232,60608
75302,-2.34,737174,4,2,3.2,168,7891,287,4,1,1963,1,85.7,4,15159,67411
82860,-2.34,765678,4,3,3.6,137,8929,292,4,1,2085,1,85.7,4,14923,73931
91780,-2.34,838519,4,1,3,141,9885,281,4,1,2132,1,85.6,4,14475,81895
93683,-2.34,787563,4,2,3.2,119,10020,281,4,1,2146,1,85.6,4,14305,83663
99865,-2.34,783005,4,2,3.2,137,10886,280,4,1,1991,1,85.6,4,13784,88979
75738,-2.93,600618,4,1,3.6,108,7907,257,4,1,1827,1,85.6,4,13034,67831
62062,-2.93,570068,4,1,3.8,117,6156,252,4,1,1628,1,85.6,4,12658,55906
67038,-2.93,696949,4,1,3.2,119,6661,254,4,1,1736,1,85.5,4,12346,60377
70507,-2.93,730205,4,2,3.2,113,7241,253,4,1,1719,1,85.5,4,12173,63266
73521,-2.93,745484,4,2,3.2,104,7495,266,4,1,1832,1,85.5,4,11975,66026
70123,-2.93,714301,4,2,3.2,117,7155,275,4,1,1699,1,85.4,4,11856,62968
68541,-2.93,728433,4,2,3.4,123,7391,269,4,1,1531,1,85.4,3.75,11533,61150
49021,-0.25,529677,4,2,3.8,91,4829,263,4,1,1455,1,85.4,4,11057,44192
38752,-0.25,505253,4,1,3.8,101,3559,256,4,1,1246,1,85.4,4,10911,35193
41396,-0.25,630426,4,1,3.2,109,3987,257,4,1,1370,1,85.3,3.75,10913,37409
43750,-0.25,667217,4,2,3.4,100,4229,264,4,1,1476,1,85.3,3,10715,39521
46162,-0.25,703159,4,1,3.2,145,4558,279,4,1,1457,1,85.3,3.5,10857,41604
44780,-0.25,653860,4,1,3.2,104,4247,278,4,1,1363,1,85.3,2.75,10929,40533
44633,-0.25,709674,3,3,3.6,105,4313,290,4,1,1401,1,85.2,3.75,10968,40320
31360,-4.46,535313,3,4,3.8,117,2827,271,4,1,1100,1,85.2,3.75,10740,28533
25088,-4.46,492118,3,2,3.8,99,2136,255,4,1,1084,1,85.2,3.75,10585,22952
27838,-4.46,615874,3,2,3.6,119,2548,271,4,1,1106,1,85.2,3.75,10863,25290
30617,-4.46,690010,3,1,3.4,123,2889,289,4,1,1223,1,85.1,3.75,10997,27728
36462,-4.46,760441,3,2,3.4,116,3439,304,4,1,1244,1,85.1,3.75,11288,33023
39144,-4.46,739443,3,2,3.4,116,3761,312,4,1,1179,1,85.1,3.75,11330,35383
45116,-4.46,834143,3,2,3.4,105,4290,324,4,1,1239,1,85,3.25,11617,40826
37681,-4.23,708132,3,1,3.4,123,3370,334,4,1,1137,1,85,3.75,11424,34311
34644,-4.23,577649,3,2.5,3.4,121,3036,328,4,1,1013,1,85,3.75,11498,31608
33236,-4.23,707876,3,2,2,126,3015,335,4,1,1100,1,85,2.5,11479,30221
44691,-4.23,906915,3,3.5,3.4,124,4272,330,4,1,1186,1,84.9,3.5,11852,40419
51546,-4.23,977558,3,3,3.2,126,4843,359,4,1,1373,1,84.9,3.25,12003,46703
52492,-4.23,891198,3,2.5,2.6,131,4970,354,4,1,1372,1,84.9,3,12341,47522
54686,-4.23,903293,3,3.5,3.4,151,5198,393,4,1,1352,1,84.8,3,12544,49488
41737,-3.26,784949,3,2.5,3.6,126,3793,384,4,1,1187,1,84.8,3.75,12310,37944
37430,-3.26,723602,3,3,3.8,143,3264,400,4,1,1148,1,84.8,3.75,12258,34166
44557,-3.26,924488,3,3,3.6,140,4059,416,4,1,1188,1,84.7,3.5,12597,40498
52279,-3.26,1045891,3,2.5,3.4,121,5140,430,4,1,1346,1,84.7,3.75,13015,47139
64303,-3.26,1176413,3,3,3.4,142,6353,432,4,1,1426,1,84.6,3.75,13408,57950
69624,-3.26,1078195,3,3,3.2,157,6860,430,4,1,1477,1,84.6,3.5,13845,62764
76461,-3.26,1141695,3,3,3.4,136,7800,443,4,1,1431,1,84.5,3.25,14094,68661
60535,-3.3,1007469,3,2.5,3.6,155,5914,441,4,1,1350,1,84.5,3.75,13901,54621
52301,-3.3,845042,3,2.5,3.8,166,4764,458,4,1,1245,1,84.5,3.75,13999,47537
63188,-3.3,1064207,3,2.5,3.2,157,5876,474,4,1,1420,1,84.4,3.25,14481,57312
76618,-3.3,1222608,3,3,3.2,189,7534,478,4,1,1491,1,84.4,3.25,14913,69084
88400,-3.3,1337656,3,2.5,3.2,181,8676,483,4,1,1662,1,84.3,3.25,15101,79724
93763,-3.3,1187284,3,3,3.2,200,9556,502,4,1,1771,1,84.3,3.25,15490,84207
104922,-3.3,1236640,3,2.5,3.2,201,10734,511,4,1,1662,1,84.2,3,15938,94188
87555,-3.89,1128984,3,3.5,3.6,188,8564,520,4,1,1426,1,84.2,3.5,15583,78991
73502,-3.89,923854,3,3,3.8,178,6650,527,4,1,1451,1,84.1,3.5,15297,66852
84018,-3.89,1160207,3,3,3.2,199,7909,535,4,1,1529,1,84.1,3,16170,76109
96183,-3.89,1286463,3,2.5,3,211,9367,549,4,1,1685,1,84,2.75,16396,86816
108652,-3.89,1442328,3,2.5,3,195,10724,561,4,2,1881,3,84,2.75,16736,97928
113162,-3.89,1275404,3,2,3,194,11222,575,4,2,1899,3,83.9,2.75,16813,101940
127331,-3.89,1355027,3,2.5,3,221,12644,598,4,2,1785,3,83.9,2.75,17396,114687
102327,-4.32,1228669,3,3,3.6,217,9743,603,4,2,1691,3,83.8,3.5,17114,92584
81715,-4.32,1038336,3,2.5,3.6,218,7180,625,4,2,1439,3,83.8,3.5,17147,74535
91562,-4.32,1220379,3,2,3,246,8406,640,4,2,1676,3,83.7,2.75,17780,83156
100314,-4.32,1371887,3,2.5,3,198,9280,664,4,2,1912,3,83.6,2.75,18219,91034
111749,-4.32,1535657,3,2.5,3,216,10508,675,4,2,1991,3,83.6,2.75,18730,101241
118736,-4.32,1313770,3,2.5,3,226,11242,703,4,2,2013,3,83.5,2.75,19227,107494
131503,-4.32,1382747,3,3,3,228,12533,713,4,2,2028,3,83.4,2.75,19664,118970
98075,-3.89,1275520,3,3,3.4,250,8949,715,4,2,1942,3,83.4,3.5,19429,89126
77926,-3.89,1071093,3,2.5,3.4,256,6637,712,4,2,1788,3,83.3,3.25,19305,71289
86312,-3.89,1257257,3,2,3,231,7675,746,4,2,1941,3,83.2,2.75,19551,78637
96397,-3.89,1409318,3,2.5,3,236,8860,777,4,2,2167,3,83.2,3,19766,87537
103207,-3.89,1572177,3,2.5,3,236,9733,785,4,2,2204,3,83.1,3,19931,93474
115222,-3.89,1407849,3,1.5,2.4,232,10794,793,4,2,2419,3,83.1,2.75,19958,104428
132814,-3.89,1620875,3,2,2.8,238,12524,821,4,2,2459,3,83,3,20057,120290
95759,1.24,1634426,3,3,3.4,238,8801,816,4,2,2216,3,83,3.5,19250,86958
93601,1.24,1314078,3,2,2.8,212,8623,820,4,2,2099,3,82.9,3,18808,84978
120276,1.24,1588137,3,2,2.8,222,11708,840,4,2,2047,3,82.8,2.75,18872,108568
172959,1.24,1799011,3,1.5,2.2,215,17978,868,4,2,2343,3,82.8,2.75,18690,154981
222133,1.24,2058093,3,1.5,2.6,176,22797,875,4,2,2407,3,82.7,2.75,18213,199336
275618,1.24,2061041,3,1.5,2.2,197,28341,900,4,2,2400,3,82.6,2.25,17491,247277
229869,1.24,1721767,3,3.5,2.2,174,23543,878,4,2,2479,3,82.6,1.75,16498,206326
181063,5.23,1359060,3,2.5,3.2,168,17728,864,4,2,2118,3,82.5,3,15306,163335
118206,5.23,1054753,3,1.5,2.4,172,10600,857,4,2,2076,3,82.5,2,14671,107606
188555,5.23,1731869,3,2,2.4,154,17238,883,4,2,2108,3,82.5,2.25,14341,171317
236565,5.23,1530435,3,2,2.4,175,21919,875,4,2,2405,3,82.4,2.25,13308,214646
272761,5.23,1515737,3,2.5,2.2,127,23926,868,4,2,2635,3,82.4,2.25,12116,248835
212448,5.23,1491353,3,1.5,2,158,18373,851,4,2,2315,3,82.3,1.75,11069,194075
194983,5.23,1317586,3,1.5,2,131,16048,870,4,2,1973,3,82.2,1.75,9907,178935
116262,10.98,1270902,3,1.5,2.8,114,8976,851,4,2,1547,3,82.2,2.25,8886,107286
70357,10.98,1158898,3,1.5,1.8,113,5093,838,4,2,1420,3,82.2,2,8468,65264
137262,10.98,1604482,3,2,2.4,115,11073,835,4,2,1204,3,82.2,2.25,8658,126189
160620,10.98,1630536,3,2.5,3,135,13565,840,4,2,1406,3,82.2,2.25,8431,147055
161536,10.98,1663545,3,2.5,3,133,13574,842,4,2,1416,3,82.1,2.5,8395,147962
150274,10.98,1510031,3,3,3,110,12116,849,4,2,1264,3,82,2.75,8174,138158
133943,10.98,1522487,3,2.5,3.2,133,10228,859,4,2,1223,3,81.9,3.25,7958,123715
89125,13.78,1457324,3,2,3.6,116,6399,858,4,2,1019,3,81.8,4,7714,82726
88877,13.78,1396458,3,2,3.6,106,6222,855,4,2,840,3,81.7,3.75,7557,82655
95870,13.78,1575050,3,2,3,128,6860,879,4,2,880,3,81.7,3.25,7621,89010
106040,13.78,1609826,3,2,3.2,116,7536,875,4,2,924,3,81.6,3.25,7743,98504
112684,13.78,1640506,3,2.5,3.4,118,7662,888,4,2,954,3,81.5,3.25,7723,105022
102757,13.78,1326539,3,2.5,3.4,152,6452,896,3,2,956,3,81.5,3.25,7798,96305
87163,13.78,1349348,3,3,3.4,110,4344,900,3,2,929,3,81.4,3,7798,82819
53151,11.28,1256352,3,3,3.8,134,2035,893,3,2,868,3,81.3,3.75,7578,51116
48592,11.28,1000539,3,2.5,3.8,107,1583,883,3,2,793,3,81.3,3.75,7455,47009
52479,11.28,1198855,3,2.5,3.6,121,1643,901,3,2,831,3,81.2,3.75,7489,50836
56983,11.28,1317690,3,3,3.6,132,1752,900,3,1,953,3,81.2,3.75,7535,55231
58805,11.28,1286150,3,2.5,3.6,130,1637,890,3,1,888,3,81.1,3.75,7466,57168
56234,11.28,1063146,3,2,3.4,129,1426,880,3,1,945,3,81.1,3.75,7447,54808
59665,11.28,1137478,3,2.5,3.6,143,1271,901,3,1,870,3,81,3.5,7462,58394
41018,12.48,1132009,3,2.5,3.8,115,678,882,3,1,845,3,81,3.75,7353,40340
38781,12.48,866910,3,3,4,161,643,895,3,1,750,3,80.9,3.75,7250,38138
45663,12.48,1066986,3,2.5,3.6,147,682,900,3,1,736,3,80.8,3.75,7396,44981
50319,12.48,1135522,3,2.5,3.6,123,754,895,3,1,840,3,80.8,3.75,7487,49565
54815,12.48,1185982,3,2.5,3.6,137,805,895,3,1,828,3,80.7,3.75,7416,54010
55688,12.48,1010590,2,2.5,3.6,121,798,931,3,1,841,3,80.7,3.75,7744,54890
56289,12.48,1040782,2,2.5,3.6,144,857,916,3,1,808,2,80.6,3.75,7733,55432
39692,10.59,1017750,2,3,3.8,142,512,919,3,1,715,2,80.6,3.75,7502,39180
33293,10.59,720113,2,2.5,3.8,124,422,911,3,1,717,2,80.5,3.75,7471,32871
39327,10.59,886114,2,3,3.6,132,527,925,3,1,734,2,80.5,3.5,7626,38800
43415,10.59,1050515,2,3.5,3.6,141,621,925,3,1,776,2,80.4,3.75,7725,42794
46763,10.59,1077904,2,3,3.6,123,670,928,3,1,909,2,80.4,3.75,7734,46093
48190,10.59,913448,2,3,3.6,149,643,919,3,1,786,2,80.4,3.75,7981,47547
50725,10.59,1001502,2,3,3.6,129,667,928,3,1,743,2,80.3,3.75,8195,50058
37245,15.7,1010643,2,3,3.8,120,458,913,3,1,757,2,80.3,3.75,8099,36787
35331,15.7,712358,2,3,3.8,143,444,908,3,1,735,2,80.3,3.75,8004,34887
39596,15.7,867675,2,3,3.6,139,473,911,3,1,775,2,80.2,3.75,8124,39123
44056,15.7,995676,2,3.5,3.6,129,598,923,3,1,842,2,80.2,3.75,8176,43458
45889,15.7,1038145,2,3.5,3.6,126,594,935,3,1,867,2,80.1,3.75,8275,45295
46424,15.7,814260,2,3,3.6,164,659,938,3,1,905,2,80.1,3.75,8524,45765
50946,15.7,940879,2,3,3.6,169,713,968,3,1,839,2,80.1,3.75,8801,50233
35513,16.74,920463,2,3,3.8,131,412,979,3,1,807,2,80,3.75,8643,35101
32883,16.74,657543,2,3,4,151,371,974,3,1,778,2,80,3.75,8556,32512
37753,16.74,834464,2,2.5,3.6,141,489,989,3,1,892,2,80,3.5,8693,37264
40989,16.74,985309,2,3.5,3.6,155,574,999,3,1,965,2,79.9,3.75,8785,40415
42938,16.74,1022224,2,3,3.6,168,559,1008,3,1,988,2,79.9,3.75,8937,42379
42243,16.74,854921,2,3,3.6,156,571,1023,3,1,996,2,79.8,3.8,9008,41672
44125,16.74,949400,2,3,3.6,159,622,1026,3,1,1015,2,79.8,3.6,9056,43503
30585,16.59,884418,2,3.5,3.8,160,390,1012,3,1,888,2,79.7,3.8,8907,30195
27435,16.59,643592,2,3,3.8,169,347,1018,3,1,831,2,79.7,3.8,8887,27088
30314,16.59,827472,2,3.5,3.6,166,429,1026,3,1,861,2,79.7,3.6,9131,29885
33656,16.59,937020,2,3,3.6,168,422,1034,3,1,888,2,79.6,3.6,9332,33234
35982,16.59,1018582,2,3,3.6,182,459,1019,3,1,985,2,79.6,3.6,9474,35523
38014,16.59,868460,2,3.5,3.6,164,490,1024,3,1,1084,2,79.6,3.8,9690,37524
45103,16.59,940568,2,3,3.6,190,624,1030,3,1,1099,2,79.5,3.6,9708,44479
34806,13.14,954589,2,2.5,3.8,195,448,980,3,1,1009,2,79.5,4,9462,34358
33560,13.14,673065,2,2.5,4,164,348,968,3,1,904,2,79.5,4,9310,33212
40249,13.14,838082,2,3,3.4,184,501,962,3,1,1032,2,79.4,3.8,9257,39748
41379,13.14,874906,2,3.5,3.4,198,516,944,3,1,1087,2,79.4,3.8,9159,40863
43040,13.14,918605,2,3.5,3.4,177,506,945,3,1,1165,2,79.3,3.8,9080,42534
42122,13.14,820610,2,3.5,3.4,174,494,952,3,1,1124,2,79.3,3.8,8973,41628
47455,13.14,850618,2,4,3.4,149,582,913,3,1,1068,2,79.3,3.4,8854,46873
35760,14.45,789098,2,3.5,3.8,166,398,885,3,1,972,2,79.2,4,8530,35362
35098,14.45,702453,2,3,3.8,171,383,869,3,1,916,2,79.2,4,8361,34715
40660,14.45,918293,2,3,3.6,150,482,889,3,1,949,2,79.1,3.8,8366,40178
45193,14.45,1014189,2,3.5,3.6,164,541,892,3,1,988,2,79.1,4,8381,44652
51657,14.45,1110011,2,3.5,3.6,154,559,872,3,1,1113,2,79,4,8286,51098
52514,14.45,879720,2,3.5,3.6,142,620,851,3,1,1114,2,79,4,8031,51894
57736,14.45,935071,2,3,3.6,139,704,826,3,1,1090,2,78.9,3.4,7881,57032
43747,14.08,982805,2,3.5,3.8,139,445,819,3,1,974,2,78.9,4,7512,43302
37876,14.08,720933,2,3,3.8,151,395,805,3,1,886,2,78.9,4,7240,37481
43552,14.08,910941,2,3.5,3.6,139,464,791,3,1,958,2,78.8,4,7214,43088
46416,14.08,979550,2,3.5,3.6,160,546,783,3,1,914,2,78.8,4,7200,45870
47771,14.08,1040268,2,3.5,3.6,136,535,781,3,1,930,2,78.7,4,7143,47236
48305,14.08,878089,2,3.5,3.6,136,593,780,3,1,946,2,78.7,4,7128,47712
50288,14.08,958592,2,3.5,3.6,137,542,747,3,1,850,2,78.6,3.6,7098,49746
36409,13.94,967595,2,3.5,3.8,115,391,744,3,1,735,2,78.6,3.8,6943,36018
32297,13.94,699340,2,3.5,4,119,361,768,3,1,769,2,78.5,3.8,6772,31936
35599,13.94,917700,2,3.5,3.6,122,419,780,3,1,791,2,78.5,3.8,6828,35180
38463,13.94,964013,2,3.5,3.6,133,442,808,3,1,828,2,78.4,3.8,6849,38021
39256,13.94,1069330,2,3.5,3.6,112,437,807,3,1,783,2,78.4,4,6899,38819
39264,13.94,853674,2,2.5,3.6,134,468,800,3,1,840,2,78.3,4,6914,38796
43727,13.94,967911,2,3,3.6,112,469,769,3,1,814,2,78.3,3.4,6838,43258
32051,12.52,1024891,2,4,4,107,338,778,3,1,722,2,78.2,3.8,6647,31713
26309,12.52,727074,2,2.5,3.4,118,265,764,3,1,698,2,78.2,3.8,6490,26044
29051,12.52,873670,2,3,3.6,139,309,805,3,1,698,2,78.1,3.8,6639,28742
32588,12.52,1039273,2,3,3.6,127,375,815,3,1,705,2,78.1,3.8,6807,32213
34819,12.52,1109689,2,3.5,3.6,142,395,813,3,1,810,2,78,3.8,6951,34424
36540,12.52,866882,2,2.5,3.4,120,441,826,3,1,783,2,78,3.8,7065,36099
41579,12.52,1031869,2,3,3.6,125,498,831,3,1,782,2,77.9,3.6,7083,41081
32064,15.33,1126572,2,4,3.8,111,394,839,3,1,672,2,77.8,4,6852,31670
28560,15.33,777767,2,3.5,4,128,325,874,3,1,678,2,77.8,4,6989,28235
32096,15.33,899443,2,4,3.6,140,391,878,3,1,731,2,77.7,4,6943,31705
35838,15.33,1060622,2,4,3.6,148,496,916,3,1,783,2,77.6,4,7195,35342
36749,15.33,961488,2,4,3.6,159,450,939,3,1,755,2,77.6,3.8,7441,36299
38836,15.33,899746,2,4,3.6,137,454,943,3,1,808,2,77.5,3.6,7648,38382
40756,15.33,1011761,2,3.5,3.4,159,504,982,3,1,813,2,77.4,3.4,7821,40252
31084,18.19,1122529,2,3.5,3.8,135,373,1006,3,1,731,2,77.3,4,7770,30711
26639,18.19,693884,2,3.5,4,137,295,1004,3,1,759,2,77.3,4,7719,26344
29464,18.19,892753,2,3.5,3.6,184,342,1011,3,1,754,2,77.1,3.8,7930,29122
29547,18.19,1044844,2,4,3.6,160,352,1020,3,1,894,2,77,3.6,8139,29195
30379,18.19,1134430,2,4,3.6,166,353,1081,3,1,951,2,76.9,3.6,8421,30026
31417,18.19,885413,2,2.5,3,170,394,1060,3,1,952,2,76.8,3.4,8414,31023
34652,18.19,1075606,2,3.5,3.6,118,428,1056,3,1,943,2,76.7,3.4,8490,34224
24053,19.26,1070797,2,4,3.8,141,293,1055,3,1,868,2,76.6,4,8267,23760
23531,19.26,722751,2,3.5,4,144,284,1027,3,1,851,2,76.5,4,8157,23247
29175,19.26,1072813,2,3.5,3.4,149,372,1056,3,1,926,2,76.3,3.6,8329,28803
33965,19.26,1234443,2,3.5,3.6,180,420,1051,3,1,1037,2,76.2,3.4,8158,33545
35839,19.26,1248402,2,4,3.6,142,502,1060,3,1,1167,2,76,3.4,8149,35337
