Positive_tests,Excess_mortality,Tests_across_all_4_Pillars,Season,Leisure_activity,Work_and_school_activity,Deaths_with_COVID_on_certificate,Reinfections,Patients_in_MVBs,Majority_COVID_19_variant,Lockdown,Hospital_admissions,Face_masks,Second_dose_uptake,Transportation_activity,Patients_in_hospital,New_infections
Very High,Very Low,High,Winter,High,High,High,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,High,High,Very High
Very High,Very Low,High,Winter,Very High,High,High,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,High,High,Very High
Very High,Very Low,High,Winter,High,Very High,High,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,Very High,High,Very High
Very High,Very Low,High,Winter,High,Very High,High,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,Very High,High,High
Very High,Very Low,High,Winter,High,Very High,High,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,Very High,High,Very High
Very High,Very Low,Very High,Winter,High,High,Low,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,Very High,High,Very High
Very High,Very Low,Very High,Winter,High,High,High,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,Very High,High,Very High
Very High,Very Low,Very High,Winter,High,High,High,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,Very High,High,Very High
Very High,Very Low,Very High,Winter,High,High,High,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,High,High,Very High
Very High,Very Low,Very High,Winter,High,Very High,High,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,Very High,High,Very High
Very High,Very Low,High,Winter,High,Very High,High,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,Very High,High,Very High
Very High,Very Low,Very High,Winter,High,High,High,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,High,High,Very High
Very High,Very Low,Very High,Winter,High,High,High,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,High,High,Very High
Very High,Very Low,Very High,Winter,High,High,High,Very High,Low,Omicron,No_or_limited_measures,Very High,No,Very High,High,High,Very High
Very High,Very Low,Very High,Winter,High,High,High,Very High,Low,Omicron,No_or_limited_measures,Very High,No,Very High,High,Very High,Very High
Very High,Very Low,Very High,Winter,High,High,High,Very High,Low,Omicron,No_or_limited_measures,Very High,No,Very High,High,Very High,Very High
Very High,Very Low,Very High,Winter,Very High,Very High,High,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,Very High,Very High,Very High
Very High,Very Low,High,Winter,High,Very High,High,Very High,Low,Omicron,No_or_limited_measures,High,No,Very High,Very High,Very High,Very High
Very High,Very Low,Very High,Winter,High,High,High,Very High,Low,Omicron,No_or_limited_measures,Very High,No,Very High,High,Very High,Very High
Very High,Very Low,Very High,Winter,High,High,High,Very High,Low,Omicron,No_or_limited_measures,Very High,No,High,High,Very High,Very High
Very High,Very Low,Very High,Winter,High,High,High,Very High,Low,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Very Low,Very High,Winter,Low,High,High,Very High,Low,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Very Low,Very High,Winter,High,High,High,Very High,Low,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Very Low,Very High,Winter,High,Very High,High,Very High,Low,Omicron,Social_distancing,Very High,Yes,High,Very High,Very High,Very High
Very High,Very Low,Very High,Winter,High,Very High,High,Very High,Low,Omicron,Social_distancing,High,Yes,High,Very High,Very High,Very High
Very High,Very Low,Very High,Winter,Low,High,Very High,Very High,Low,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Very Low,Very High,Winter,High,High,High,Very High,Low,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Very Low,Very High,Winter,High,High,High,Very High,Low,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Very Low,Very High,Winter,High,High,Very High,Very High,Low,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Very Low,Very High,Winter,High,High,Very High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Very Low,Very High,Winter,High,High,Very High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,Very High,Very High,Very High
Very High,Very Low,Very High,Winter,High,High,Very High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Very Low,Very High,Winter,Low,High,Very High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Very Low,Very High,Winter,High,High,Very High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Very Low,Very High,Winter,High,High,Very High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Very Low,Very High,Winter,Low,Low,Very High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Very Low,Very High,Winter,Low,High,Very High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Low,Very High,Winter,High,High,Very High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,Very High,Very High,Very High
Very High,Low,Very High,Winter,Low,High,High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Low,Very High,Winter,Low,High,High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Low,Very High,Winter,Low,Low,High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Low,Very High,Winter,Low,High,High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,Low,Very High,Winter,Low,Low,High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,Low,Very High,Very High
Very High,Low,Very High,Winter,Very High,Low,High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,Low,Very High,Very High
Very High,High,Very High,Winter,High,High,High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,High,Very High,Very High
Very High,High,Very High,Winter,Low,Low,High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,Low,High,Very High
Very High,High,Very High,Winter,Low,Low,High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,Low,High,Very High
Very High,High,Very High,Winter,Low,Low,High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,Low,High,Very High
Very High,High,Very High,Winter,High,Low,High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,Low,High,Very High
Very High,High,Very High,Winter,Low,Low,High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,Low,High,Very High
Very High,High,Very High,Winter,Low,Low,High,Very High,High,Omicron,Social_distancing,Very High,Yes,High,Low,High,Very High
Very High,High,Very High,Winter,Low,High,Low,Very High,High,Omicron,Social_distancing,Very High,Yes,High,Low,High,Very High
Very High,High,Very High,Winter,Low,Low,Low,Very High,High,Omicron,Social_distancing,High,Yes,High,Low,High,Very High
Very High,High,Very High,Winter,Low,Low,Low,Very High,High,Omicron,Social_distancing,High,Yes,High,Low,High,Very High
Very High,High,Very High,Winter,High,High,High,Very High,High,Omicron,Social_distancing,High,Yes,High,Low,High,Very High
Very High,High,Very High,Winter,High,High,High,Very High,High,Omicron,Social_distancing,High,Yes,High,High,High,Very High
Very High,High,Very High,Winter,High,High,Low,Very High,High,Omicron,Social_distancing,High,Yes,High,High,High,Very High
Very High,High,Very High,Winter,High,High,High,Very High,High,Omicron,Social_distancing,High,Yes,High,High,High,Very High
Very High,High,Very High,Winter,Low,Very High,Low,Very High,High,Omicron,Social_distancing,High,Yes,High,Very High,Low,Very High
Very High,High,Very High,Winter,Low,Very High,Low,Very High,High,Omicron,Social_distancing,Low,Yes,High,Very High,Low,Very High
Very High,High,Very High,Winter,Low,High,High,Very High,High,Omicron,Social_distancing,High,Yes,High,High,Low,Very High
Very High,High,Very High,Winter,Low,High,Low,Very High,High,Omicron,Social_distancing,High,Yes,High,High,Low,Very High
Very High,High,Very High,Winter,High,High,Low,Very High,High,Omicron,Social_distancing,High,Yes,High,High,Low,Very High
Very High,High,Very High,Winter,High,High,High,Very High,High,Delta,Social_distancing,High,Yes,High,High,Low,Very High
Very High,High,Very High,Winter,High,High,Low,Very High,High,Delta,Social_distancing,High,Yes,High,High,Low,Very High
Very High,High,Very High,Winter,High,Very High,High,Very High,High,Delta,Social_distancing,Low,Yes,High,Very High,Low,Very High
Very High,High,Very High,Winter,High,Very High,Low,Very High,High,Delta,Social_distancing,Low,Yes,High,Very High,Low,Very High
Very High,High,Very High,Winter,High,Very High,Low,Very High,High,Delta,Social_distancing,Low,Yes,High,Very High,Low,Very High
Very High,High,Very High,Winter,High,Very High,High,Very High,High,Delta,No_or_limited_measures,High,Yes,High,Very High,Low,Very High
Very High,High,Very High,Winter,High,Very High,High,Very High,High,Delta,No_or_limited_measures,High,Yes,High,Very High,Low,Very High
Very High,High,Very High,Winter,Low,High,High,Very High,High,Delta,No_or_limited_measures,High,Yes,High,Very High,Low,Very High
Very High,High,Very High,Winter,High,Very High,High,Very High,High,Delta,No_or_limited_measures,High,Yes,High,Very High,Low,Very High
Very High,High,Very High,Winter,High,Very High,Low,Very High,High,Delta,No_or_limited_measures,Low,Yes,High,Very High,Low,Very High
Very High,High,High,Winter,High,Very High,High,Very High,High,Delta,No_or_limited_measures,Low,Yes,High,Very High,Low,Very High
Very High,High,Very High,Winter,High,Very High,High,Very High,High,Delta,No_or_limited_measures,Low,Yes,High,Very High,Low,Very High
Very High,High,Very High,Winter,High,Very High,Low,Very High,High,Delta,No_or_limited_measures,Low,Yes,High,Very High,Low,Very High
Very High,High,Very High,Winter,High,Very High,High,Very High,High,Delta,No_or_limited_measures,Low,Yes,High,Very High,Low,Very High
Very High,High,Very High,Autumn,High,Very High,Low,Very High,High,Delta,No_or_limited_measures,Low,Yes,High,Very High,Low,Very High
Very High,High,Very High,Autumn,High,Very High,High,Very High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,Low,Very High
Very High,High,Very High,Autumn,High,Very High,High,High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,Low,Very High
High,High,High,Autumn,High,Very High,Low,High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,Low,High
Very High,High,High,Autumn,High,Very High,High,High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,Low,Very High
Very High,High,Very High,Autumn,Very High,Very High,High,High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,Low,Very High
Very High,High,Very High,Autumn,High,Very High,Low,Very High,High,Delta,No_or_limited_measures,High,Optional,High,Very High,Low,Very High
Very High,High,High,Autumn,High,Very High,High,Very High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,High,Very High
Very High,High,Very High,Autumn,High,Very High,High,Very High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,High,Very High
High,Very High,Very High,Autumn,High,Very High,Low,High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,High,Very High
High,Very High,High,Autumn,High,Very High,High,High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,High,High
Very High,Very High,High,Autumn,High,Very High,High,High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,High,Very High
Very High,Very High,Very High,Autumn,Very High,Very High,High,High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,High,Very High
Very High,Very High,Very High,Autumn,Very High,Very High,High,High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,High,Very High
Very High,Very High,High,Autumn,High,Very High,High,Very High,High,Delta,No_or_limited_measures,High,Optional,High,Very High,High,Very High
Very High,Very High,Very High,Autumn,High,Very High,High,Very High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,High,Very High
High,Very High,High,Autumn,High,Very High,High,High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,High,High
High,Very High,High,Autumn,High,Very High,High,High,High,Delta,No_or_limited_measures,Low,Optional,High,Very High,High,High
