ID,Variable 1,Dependency,Variable 2
358,X25,->,X140
359,X25,->,X141
360,X25,->,X142
361,X25,->,X244
362,X25,->,X282
363,X25,->,X328
364,X25,->,X336
365,X25,->,X488
366,X26,->,X68
367,X26,->,X111
368,X26,->,X117
369,X26,->,X158
370,X26,->,X222
371,X26,->,X230
372,X26,->,X232
373,X26,->,X248
374,X26,->,X251
375,X26,->,X330
376,X26,->,X366
377,X26,->,X393
378,X26,->,X428
379,X27,->,X42
380,X27,->,X151
381,X27,->,X163
382,X27,->,X217
383,X27,->,X231
384,X27,->,X289
385,X27,->,X383
386,X27,->,X393
387,X27,->,X430
388,X27,->,X493
389,X28,->,X47
390,X28,->,X86
391,X28,->,X148
392,X28,->,X179
393,X28,->,X190
394,X28,->,X229
395,X28,->,X301
396,X28,->,X316
397,X28,->,X351
398,X28,->,X352
399,X28,->,X442
400,X29,->,X98
401,X29,->,X135
402,X29,->,X200
403,X29,->,X204
404,X29,->,X251
405,X29,->,X253
406,X29,->,X263
407,X29,->,X281
408,X29,->,X296
409,X29,->,X304
410,X29,->,X305
411,X29,->,X336
412,X29,->,X362
413,X29,->,X436
414,X29,->,X455
415,X30,->,X83
416,X30,->,X118
417,X30,->,X146
418,X30,->,X165
419,X30,->,X187
420,X30,->,X197
421,X30,->,X238
422,X30,->,X245
423,X30,->,X319
424,X30,->,X396
425,X30,->,X478
426,X31,->,X83
427,X31,->,X126
428,X31,->,X182
429,X31,->,X220
430,X31,->,X244
431,X31,->,X277
432,X31,->,X301
433,X31,->,X310
434,X31,->,X359
435,X31,->,X381
436,X31,->,X387
437,X31,->,X441
438,X31,->,X461
439,X31,->,X470
440,X31,->,X477
441,X31,->,X489
442,X31,->,X490
443,X31,->,X494
444,X31,->,X496
445,X32,->,X35
446,X32,->,X51
447,X32,->,X115
448,X32,->,X135
449,X32,->,X141
450,X32,->,X169
451,X32,->,X197
452,X32,->,X295
453,X32,->,X325
454,X32,->,X345
455,X32,->,X401
456,X32,->,X421
457,X32,->,X495
458,X33,->,X54
459,X33,->,X56
460,X33,->,X73
461,X33,->,X80
462,X33,->,X144
463,X33,->,X201
464,X33,->,X204
465,X33,->,X231
466,X33,->,X289
467,X33,->,X291
468,X33,->,X308
469,X33,->,X334
470,X33,->,X355
471,X33,->,X367
472,X33,->,X404
473,X33,->,X408
474,X33,->,X414
475,X33,->,X447
476,X34,->,X50
477,X34,->,X72
478,X34,->,X77
479,X34,->,X94
480,X34,->,X169
481,X34,->,X191
482,X34,->,X351
483,X34,->,X354
484,X34,->,X376
485,X34,->,X389
486,X34,->,X397
487,X34,->,X403
488,X34,->,X416
489,X34,->,X456
490,X34,->,X460
491,X35,->,X92
492,X35,->,X137
493,X35,->,X187
494,X35,->,X218
495,X35,->,X335
496,X35,->,X344
497,X35,->,X372
498,X35,->,X390
499,X35,->,X408
500,X35,->,X430
501,X35,->,X437
502,X35,->,X439
503,X35,->,X458
504,X35,->,X489
505,X36,->,X77
506,X36,->,X82
507,X36,->,X88
508,X36,->,X102
509,X36,->,X126
510,X36,->,X137
511,X36,->,X172
512,X36,->,X179
513,X36,->,X215
514,X36,->,X223
515,X36,->,X248
516,X36,->,X253
517,X36,->,X263
518,X36,->,X267
519,X36,->,X348
520,X37,->,X90
521,X37,->,X245
522,X37,->,X265
523,X37,->,X322
524,X37,->,X350
525,X37,->,X393
526,X37,->,X457
527,X37,->,X458
528,X37,->,X474
529,X38,->,X103
530,X38,->,X177
531,X38,->,X308
532,X38,->,X346
533,X38,->,X405
534,X38,->,X416
535,X38,->,X437
536,X38,->,X442
537,X38,->,X446
538,X38,->,X462
539,X38,->,X469
540,X38,->,X473
541,X39,->,X48
542,X39,->,X76
543,X39,->,X130
544,X39,->,X131
545,X39,->,X165
546,X39,->,X174
547,X39,->,X178
548,X39,->,X241
549,X39,->,X304
550,X39,->,X348
551,X39,->,X405
552,X40,->,X41
553,X40,->,X111
554,X40,->,X140
555,X40,->,X213
556,X40,->,X286
557,X40,->,X287
558,X40,->,X324
559,X40,->,X330
560,X40,->,X372
561,X40,->,X456
562,X40,->,X460
563,X41,->,X53
564,X41,->,X172
565,X41,->,X173
566,X41,->,X196
567,X41,->,X197
568,X41,->,X202
569,X41,->,X273
570,X41,->,X274
571,X41,->,X370
572,X41,->,X386
573,X41,->,X407
574,X41,->,X436
575,X41,->,X498
576,X42,->,X60
577,X42,->,X107
578,X42,->,X146
579,X42,->,X168
580,X42,->,X178
581,X42,->,X182
582,X42,->,X221
583,X42,->,X240
584,X42,->,X295
585,X42,->,X317
586,X42,->,X340
587,X42,->,X344
588,X42,->,X346
589,X42,->,X364
590,X43,->,X91
591,X43,->,X123
592,X43,->,X141
593,X43,->,X218
594,X43,->,X246
595,X43,->,X268
596,X43,->,X289
597,X43,->,X295
598,X43,->,X332
599,X43,->,X359
600,X43,->,X362
601,X43,->,X384
602,X43,->,X406
603,X43,->,X454
604,X43,->,X486
605,X43,->,X497
606,X44,->,X211
607,X44,->,X249
608,X44,->,X250
609,X44,->,X251
610,X44,->,X261
611,X44,->,X329
612,X44,->,X346
613,X44,->,X419
614,X44,->,X420
615,X44,->,X468
616,X44,->,X497
617,X45,->,X52
618,X45,->,X116
619,X45,->,X160
620,X45,->,X209
621,X45,->,X235
622,X45,->,X271
623,X45,->,X278
624,X45,->,X336
625,X45,->,X353
626,X45,->,X384
627,X45,->,X461
628,X45,->,X462
629,X46,->,X51
630,X46,->,X54
631,X46,->,X69
632,X46,->,X74
633,X46,->,X94
634,X46,->,X159
635,X46,->,X194
636,X46,->,X202
637,X46,->,X224
638,X46,->,X258
639,X46,->,X288
640,X46,->,X448
641,X47,->,X58
642,X47,->,X88
643,X47,->,X147
644,X47,->,X151
645,X47,->,X152
646,X47,->,X157
647,X47,->,X182
648,X47,->,X184
649,X47,->,X226
650,X47,->,X229
651,X47,->,X254
652,X47,->,X349
653,X47,->,X405
654,X47,->,X426
655,X47,->,X433
656,X47,->,X448
657,X47,->,X459
658,X48,->,X105
659,X48,->,X132
660,X48,->,X186
661,X48,->,X232
662,X48,->,X329
663,X48,->,X344
664,X48,->,X384
665,X48,->,X412
666,X48,->,X447
667,X48,->,X476
668,X48,->,X481
669,X49,->,X53
670,X49,->,X148
671,X49,->,X158
672,X49,->,X174
673,X49,->,X230
674,X49,->,X242
675,X49,->,X251
676,X49,->,X261
677,X49,->,X279
678,X49,->,X283
679,X49,->,X313
680,X49,->,X409
681,X49,->,X425
682,X49,->,X441
683,X49,->,X465
684,X50,->,X56
685,X50,->,X93
686,X50,->,X118
687,X50,->,X143
688,X50,->,X222
689,X50,->,X260
690,X50,->,X264
691,X50,->,X280
692,X50,->,X305
693,X50,->,X309
694,X50,->,X370
695,X50,->,X391
696,X50,->,X400
697,X50,->,X417
698,X50,->,X498
699,X51,->,X68
700,X51,->,X155
701,X51,->,X182
702,X51,->,X185
703,X51,->,X200
704,X51,->,X227
705,X51,->,X257
706,X51,->,X311
707,X51,->,X373
708,X51,->,X389
709,X51,->,X427
710,X51,->,X432
711,X51,->,X469
712,X51,->,X471
713,X51,->,X497
714,X52,->,X103
715,X52,->,X118
716,X52,->,X163
717,X52,->,X167
718,X52,->,X178
719,X52,->,X183
720,X52,->,X206
721,X52,->,X209
722,X52,->,X236
723,X52,->,X258
724,X52,->,X308
725,X52,->,X382
726,X52,->,X414
727,X52,->,X427
728,X52,->,X433
729,X52,->,X453
730,X52,->,X497
731,X53,->,X116
732,X53,->,X139
733,X53,->,X159
734,X53,->,X171
735,X53,->,X197
736,X53,->,X203
737,X53,->,X341
738,X53,->,X358
739,X53,->,X471
740,X53,->,X486
741,X53,->,X488
742,X54,->,X159
743,X54,->,X277
744,X54,->,X280
745,X54,->,X307
746,X54,->,X352
747,X54,->,X371
748,X54,->,X394
749,X54,->,X405
750,X54,->,X433
751,X55,->,X58
752,X55,->,X100
753,X55,->,X140
754,X55,->,X155
755,X55,->,X220
756,X55,->,X235
757,X55,->,X263
758,X55,->,X294
759,X55,->,X301
760,X55,->,X365
761,X55,->,X380
762,X55,->,X453
763,X55,->,X499
764,X56,->,X58
765,X56,->,X64
766,X56,->,X68
767,X56,->,X90
768,X56,->,X113
769,X56,->,X137
770,X56,->,X204
771,X56,->,X348
772,X56,->,X362
773,X56,->,X371
774,X56,->,X443
775,X56,->,X445
776,X56,->,X455
777,X56,->,X475
778,X56,->,X492
779,X57,->,X131
780,X57,->,X135
781,X57,->,X136
782,X57,->,X169
783,X57,->,X193
784,X57,->,X207
785,X57,->,X232
786,X57,->,X268
787,X57,->,X273
788,X57,->,X319
789,X57,->,X345
790,X57,->,X404
791,X57,->,X408
792,X58,->,X75
793,X58,->,X113
794,X58,->,X129
795,X58,->,X150
796,X58,->,X155
797,X58,->,X159
798,X58,->,X172
799,X58,->,X217
800,X58,->,X229
801,X58,->,X232
802,X58,->,X241
803,X58,->,X342
804,X58,->,X343
805,X58,->,X381
806,X58,->,X391
807,X58,->,X471
808,X58,->,X483
809,X58,->,X498
810,X59,->,X122
811,X59,->,X383
812,X59,->,X395
813,X59,->,X404
814,X59,->,X457
815,X59,->,X487
816,X59,->,X494
817,X60,->,X155
818,X60,->,X241
819,X60,->,X266
820,X60,->,X327
821,X60,->,X347
822,X60,->,X384
823,X60,->,X395
824,X61,->,X88
825,X61,->,X112
826,X61,->,X113
827,X61,->,X119
828,X61,->,X181
829,X61,->,X202
830,X61,->,X215
831,X61,->,X249
832,X61,->,X257
833,X61,->,X262
834,X61,->,X300
835,X61,->,X307
836,X61,->,X313
837,X61,->,X319
838,X61,->,X323
839,X61,->,X325
840,X61,->,X333
841,X61,->,X334
842,X61,->,X377
843,X61,->,X432
844,X62,->,X78
845,X62,->,X143
846,X62,->,X179
847,X62,->,X183
848,X62,->,X201
849,X62,->,X241
850,X62,->,X330
851,X62,->,X360
852,X62,->,X464
853,X63,->,X81
854,X63,->,X136
855,X63,->,X162
856,X63,->,X166
857,X63,->,X188
858,X63,->,X235
859,X63,->,X236
860,X63,->,X255
861,X63,->,X339
862,X63,->,X385
863,X63,->,X447
864,X63,->,X486
865,X63,->,X498
866,X64,->,X76
867,X64,->,X83
868,X64,->,X90
869,X64,->,X93
870,X64,->,X95
871,X64,->,X120
872,X64,->,X166
873,X64,->,X203
874,X64,->,X207
875,X64,->,X209
876,X64,->,X275
877,X64,->,X287
878,X64,->,X289
879,X64,->,X327
880,X64,->,X371
881,X64,->,X387
882,X64,->,X401
883,X64,->,X404
884,X65,->,X75
885,X65,->,X119
886,X65,->,X153
887,X65,->,X155
888,X65,->,X185
889,X65,->,X187
890,X65,->,X273
891,X65,->,X313
892,X65,->,X346
893,X65,->,X347
894,X65,->,X367
895,X65,->,X373
896,X65,->,X398
897,X65,->,X408
898,X65,->,X461
899,X65,->,X492
900,X66,->,X146
901,X66,->,X164
902,X66,->,X182
903,X66,->,X186
904,X66,->,X248
905,X66,->,X285
906,X66,->,X291
907,X66,->,X307
908,X66,->,X325
909,X66,->,X375
910,X66,->,X459
911,X66,->,X483
912,X67,->,X90
913,X67,->,X140
914,X67,->,X159
915,X67,->,X175
916,X67,->,X204
917,X67,->,X213
918,X67,->,X219
919,X67,->,X324
920,X67,->,X350
921,X67,->,X424
922,X67,->,X439
923,X67,->,X490
924,X67,->,X497
925,X68,->,X88
926,X68,->,X98
927,X68,->,X126
928,X68,->,X127
929,X68,->,X151
930,X68,->,X165
931,X68,->,X174
932,X68,->,X188
933,X68,->,X197
934,X68,->,X199
935,X68,->,X237
936,X68,->,X252
937,X68,->,X290
938,X68,->,X317
939,X68,->,X328
940,X68,->,X393
941,X68,->,X398
942,X68,->,X421
943,X68,->,X423
944,X68,->,X465
945,X68,->,X493
946,X69,->,X108
947,X69,->,X114
948,X69,->,X152
949,X69,->,X184
950,X69,->,X206
951,X69,->,X273
952,X69,->,X284
953,X69,->,X319
954,X69,->,X366
955,X69,->,X387
956,X69,->,X467
957,X69,->,X495
958,X70,->,X89
959,X70,->,X106
960,X70,->,X108
961,X70,->,X122
962,X70,->,X142
963,X70,->,X158
964,X70,->,X172
965,X70,->,X212
966,X70,->,X256
967,X70,->,X261
968,X70,->,X303
969,X70,->,X333
970,X70,->,X355
971,X70,->,X393
972,X70,->,X442
973,X70,->,X483
974,X71,->,X88
975,X71,->,X145
976,X71,->,X168
977,X71,->,X203
978,X71,->,X218
979,X71,->,X261
980,X71,->,X280
981,X71,->,X294
982,X71,->,X313
983,X71,->,X315
984,X71,->,X339
985,X71,->,X412
986,X71,->,X464
987,X71,->,X493
988,X72,->,X143
989,X72,->,X144
990,X72,->,X160
991,X72,->,X361
992,X73,->,X120
993,X73,->,X179
994,X73,->,X186
995,X73,->,X194
996,X73,->,X221
997,X73,->,X249
998,X73,->,X276
999,X73,->,X358
1000,X73,->,X374
1001,X73,->,X386
1002,X74,->,X93
1003,X74,->,X124
1004,X74,->,X158
1005,X74,->,X190
1006,X74,->,X208
1007,X74,->,X247
1008,X74,->,X315
1009,X74,->,X323
1010,X74,->,X344
1011,X74,->,X367
1012,X74,->,X368
1013,X74,->,X401
1014,X74,->,X418
1015,X74,->,X466
1016,X74,->,X487
1017,X74,->,X495
1018,X75,->,X112
1019,X75,->,X138
1020,X75,->,X149
1021,X75,->,X152
1022,X75,->,X191
1023,X75,->,X256
1024,X75,->,X263
1025,X75,->,X282
1026,X75,->,X345
1027,X75,->,X392
1028,X75,->,X447
1029,X75,->,X487
1030,X76,->,X233
1031,X76,->,X237
1032,X76,->,X244
1033,X76,->,X340
1034,X76,->,X376
1035,X76,->,X391
1036,X77,->,X113
1037,X77,->,X151
1038,X77,->,X169
1039,X77,->,X280
1040,X77,->,X290
1041,X77,->,X291
1042,X77,->,X328
1043,X77,->,X352
1044,X77,->,X368
1045,X77,->,X431
1046,X77,->,X434
1047,X77,->,X455
1048,X77,->,X460
1049,X77,->,X490
1050,X78,->,X115
1051,X78,->,X122
1052,X78,->,X183
1053,X78,->,X250
1054,X78,->,X275
1055,X78,->,X291
1056,X78,->,X304
1057,X78,->,X310
1058,X78,->,X324
1059,X78,->,X326
1060,X78,->,X339
1061,X78,->,X340
1062,X78,->,X350
1063,X78,->,X490
1064,X79,->,X84
1065,X79,->,X95
1066,X79,->,X190
1067,X79,->,X199
1068,X79,->,X237
1069,X79,->,X290
1070,X79,->,X321
1071,X79,->,X334
1072,X79,->,X338
1073,X79,->,X384
1074,X79,->,X385
1075,X79,->,X405
1076,X79,->,X465
1077,X80,->,X89
1078,X80,->,X105
1079,X80,->,X134
1080,X80,->,X137
1081,X80,->,X156
1082,X80,->,X378
1083,X80,->,X425
1084,X80,->,X433
1085,X80,->,X444
1086,X80,->,X452
1087,X80,->,X466
1088,X81,->,X186
1089,X81,->,X208
1090,X81,->,X242
1091,X81,->,X263
1092,X81,->,X282
1093,X81,->,X297
1094,X81,->,X358
1095,X81,->,X371
1096,X81,->,X493
1097,X81,->,X499
1098,X82,->,X246
1099,X82,->,X247
1100,X82,->,X269
1101,X82,->,X301
1102,X82,->,X323
1103,X82,->,X348
1104,X83,->,X84
1105,X83,->,X102
1106,X83,->,X165
1107,X83,->,X178
1108,X83,->,X273
1109,X83,->,X276
1110,X83,->,X286
1111,X83,->,X287
1112,X83,->,X307
1113,X83,->,X346
1114,X83,->,X397
1115,X83,->,X421
1116,X83,->,X424
1117,X83,->,X450
1118,X84,->,X178
1119,X84,->,X218
1120,X84,->,X257
1121,X84,->,X319
1122,X84,->,X426
1123,X84,->,X436
1124,X85,->,X96
1125,X85,->,X171
1126,X85,->,X200
1127,X85,->,X230
1128,X85,->,X250
1129,X85,->,X255
1130,X85,->,X330
1131,X85,->,X351
1132,X85,->,X387
1133,X85,->,X394
1134,X85,->,X416
1135,X85,->,X429
1136,X85,->,X441
1137,X85,->,X453
1138,X85,->,X463
1139,X85,->,X468
1140,X85,->,X492
1141,X86,->,X278
1142,X86,->,X353
1143,X86,->,X391
1144,X86,->,X445
1145,X86,->,X494
1146,X87,->,X94
1147,X87,->,X114
1148,X87,->,X165
1149,X87,->,X176
1150,X87,->,X180
1151,X87,->,X251
1152,X87,->,X256
1153,X87,->,X267
1154,X87,->,X291
1155,X87,->,X347
1156,X87,->,X457
1157,X88,->,X265
1158,X88,->,X269
1159,X88,->,X313
1160,X88,->,X388
1161,X88,->,X392
1162,X88,->,X448
1163,X88,->,X455
1164,X89,->,X115
1165,X89,->,X117
1166,X89,->,X166
1167,X89,->,X172
1168,X89,->,X180
1169,X89,->,X244
1170,X89,->,X255
1171,X89,->,X268
1172,X89,->,X279
1173,X89,->,X326
1174,X89,->,X345
1175,X89,->,X346
1176,X89,->,X380
1177,X89,->,X396
1178,X89,->,X428
1179,X89,->,X445
1180,X89,->,X474
1181,X90,->,X100
1182,X90,->,X114
1183,X90,->,X116
1184,X90,->,X147
1185,X90,->,X153
1186,X90,->,X154
1187,X90,->,X160
1188,X90,->,X191
1189,X90,->,X236
1190,X90,->,X278
1191,X90,->,X296
1192,X90,->,X343
1193,X90,->,X375
1194,X90,->,X428
1195,X90,->,X466
1196,X90,->,X492
1197,X90,->,X499
1198,X91,->,X112
1199,X91,->,X120
1200,X91,->,X141
1201,X91,->,X146
1202,X91,->,X168
1203,X91,->,X173
1204,X91,->,X239
1205,X91,->,X334
1206,X91,->,X335
1207,X91,->,X352
1208,X91,->,X393
1209,X91,->,X394
1210,X92,->,X200
1211,X92,->,X207
1212,X92,->,X217
1213,X92,->,X242
1214,X92,->,X257
1215,X92,->,X303
1216,X92,->,X334
1217,X92,->,X353
1218,X92,->,X370
1219,X92,->,X427
1220,X92,->,X433
1221,X92,->,X478
1222,X93,->,X111
1223,X93,->,X156
1224,X93,->,X167
1225,X93,->,X175
1226,X93,->,X208
1227,X93,->,X240
1228,X93,->,X251
1229,X93,->,X297
1230,X93,->,X423
1231,X93,->,X436
1232,X93,->,X444
1233,X93,->,X458
1234,X93,->,X459
1235,X93,->,X499
1236,X94,->,X128
1237,X94,->,X131
1238,X94,->,X145
1239,X94,->,X177
1240,X94,->,X235
1241,X94,->,X261
1242,X94,->,X304
1243,X94,->,X318
1244,X94,->,X406
1245,X94,->,X410
1246,X94,->,X435
1247,X95,->,X102
1248,X95,->,X105
1249,X95,->,X117
1250,X95,->,X284
1251,X95,->,X320
1252,X95,->,X348
1253,X95,->,X351
1254,X95,->,X389
1255,X95,->,X405
1256,X95,->,X434
1257,X95,->,X447
1258,X95,->,X462
1259,X95,->,X481
1260,X95,->,X490
1261,X96,->,X146
1262,X96,->,X192
1263,X96,->,X207
1264,X96,->,X220
1265,X96,->,X225
1266,X96,->,X325
1267,X96,->,X371
1268,X96,->,X372
1269,X96,->,X382
1270,X96,->,X485
1271,X97,->,X110
1272,X97,->,X151
1273,X97,->,X196
1274,X97,->,X229
1275,X97,->,X298
1276,X97,->,X307
1277,X97,->,X308
1278,X97,->,X318
1279,X97,->,X330
1280,X97,->,X337
1281,X97,->,X369
1282,X97,->,X398
1283,X97,->,X416
1284,X97,->,X422
1285,X97,->,X450
1286,X98,->,X119
1287,X98,->,X139
1288,X98,->,X143
1289,X98,->,X152
1290,X98,->,X165
1291,X98,->,X181
1292,X98,->,X219
1293,X98,->,X224
1294,X98,->,X250
1295,X98,->,X259
1296,X98,->,X318
1297,X98,->,X321
1298,X98,->,X333
1299,X98,->,X348
1300,X98,->,X403
1301,X98,->,X428
1302,X98,->,X432
1303,X99,->,X101
1304,X99,->,X131
1305,X99,->,X188
1306,X99,->,X194
1307,X99,->,X219
1308,X99,->,X305
1309,X99,->,X341
1310,X99,->,X355
1311,X99,->,X366
1312,X99,->,X438
1313,X99,->,X470
1314,X99,->,X478
1315,X99,->,X496
1316,X100,->,X108
1317,X100,->,X125
1318,X100,->,X176
1319,X100,->,X185
1320,X100,->,X196
1321,X100,->,X228
1322,X100,->,X236
1323,X100,->,X248
1324,X100,->,X284
1325,X100,->,X363
1326,X100,->,X369
1327,X100,->,X373
1328,X100,->,X394
1329,X100,->,X460
1330,X100,->,X464
1331,X100,->,X469
1332,X100,->,X489
1333,X101,->,X111
1334,X101,->,X157
1335,X101,->,X170
1336,X101,->,X192
1337,X101,->,X278
1338,X101,->,X302
1339,X101,->,X326
1340,X101,->,X343
1341,X101,->,X475
1342,X101,->,X494
1343,X102,->,X225
1344,X102,->,X252
1345,X102,->,X269
1346,X102,->,X311
1347,X102,->,X328
1348,X102,->,X345
1349,X102,->,X377
1350,X102,->,X413
1351,X103,->,X125
1352,X103,->,X150
1353,X103,->,X191
1354,X103,->,X193
1355,X103,->,X198
1356,X103,->,X237
1357,X103,->,X244
1358,X103,->,X253
1359,X103,->,X425
