ID,Variable 1,Dependency,Variable 2
101,X17,->,X142
102,X18,->,X34
103,X18,->,X36
104,X18,->,X63
105,X18,->,X75
106,X18,->,X80
107,X18,->,X113
108,X18,->,X143
109,X19,->,X34
110,X19,->,X49
111,X19,->,X115
112,X19,->,X117
113,X20,->,X23
114,X20,->,X77
115,X20,->,X80
116,X20,->,X99
117,X20,->,X103
118,X20,->,X145
119,X20,->,X156
120,X20,->,X167
121,X20,->,X172
122,X20,->,X179
123,X20,->,X195
124,X21,->,X25
125,X21,->,X31
126,X21,->,X42
127,X21,->,X55
128,X21,->,X75
129,X21,->,X79
130,X21,->,X89
131,X21,->,X113
132,X21,->,X192
133,X21,->,X196
134,X22,->,X165
135,X22,->,X196
136,X23,->,X34
137,X23,->,X41
138,X23,->,X44
139,X23,->,X61
140,X23,->,X72
141,X23,->,X170
142,X23,->,X198
143,X24,->,X38
144,X24,->,X53
145,X24,->,X94
146,X24,->,X105
147,X24,->,X138
148,X24,->,X145
149,X24,->,X190
150,X24,->,X197
151,X25,->,X29
152,X25,->,X104
153,X25,->,X111
154,X25,->,X153
155,X26,->,X28
156,X26,->,X67
157,X26,->,X87
158,X26,->,X121
159,X26,->,X140
160,X26,->,X150
161,X26,->,X164
162,X26,->,X183
163,X27,->,X41
164,X27,->,X97
165,X27,->,X189
166,X28,->,X60
167,X28,->,X69
168,X28,->,X101
169,X28,->,X102
170,X29,->,X38
171,X29,->,X65
172,X29,->,X135
173,X29,->,X149
174,X29,->,X155
175,X30,->,X77
176,X30,->,X90
177,X30,->,X105
178,X30,->,X123
179,X30,->,X139
180,X30,->,X144
181,X30,->,X146
182,X30,->,X168
183,X30,->,X186
184,X31,->,X41
185,X31,->,X44
186,X31,->,X46
187,X31,->,X53
188,X31,->,X70
189,X31,->,X73
190,X31,->,X115
191,X31,->,X122
192,X31,->,X140
193,X31,->,X151
194,X31,->,X156
195,X31,->,X187
196,X32,->,X54
197,X32,->,X61
198,X32,->,X67
199,X32,->,X96
200,X33,->,X39
201,X33,->,X65
202,X33,->,X69
203,X33,->,X71
204,X33,->,X127
205,X33,->,X142
206,X33,->,X193
207,X34,->,X39
208,X34,->,X65
209,X34,->,X75
210,X34,->,X172
211,X34,->,X189
212,X35,->,X83
213,X35,->,X140
214,X35,->,X144
215,X35,->,X155
216,X36,->,X40
217,X36,->,X97
218,X36,->,X108
219,X37,->,X111
220,X37,->,X130
221,X37,->,X149
222,X37,->,X170
223,X38,->,X72
224,X38,->,X99
225,X38,->,X134
226,X38,->,X195
227,X39,->,X80
228,X39,->,X118
229,X39,->,X184
230,X39,->,X190
231,X40,->,X87
232,X40,->,X98
233,X40,->,X115
234,X40,->,X137
235,X41,->,X97
236,X41,->,X114
237,X41,->,X116
238,X41,->,X117
239,X41,->,X133
240,X41,->,X135
241,X41,->,X156
242,X41,->,X161
243,X41,->,X169
244,X42,->,X65
245,X42,->,X83
246,X42,->,X99
247,X42,->,X102
248,X43,->,X55
249,X43,->,X72
250,X43,->,X119
251,X43,->,X143
252,X44,->,X61
253,X44,->,X151
254,X45,->,X49
255,X45,->,X51
256,X45,->,X61
257,X45,->,X87
258,X45,->,X117
259,X45,->,X154
260,X45,->,X159
261,X45,->,X166
262,X46,->,X110
263,X46,->,X169
264,X46,->,X173
265,X47,->,X60
266,X47,->,X89
267,X48,->,X67
268,X48,->,X93
269,X48,->,X99
270,X49,->,X79
271,X49,->,X84
272,X49,->,X107
273,X49,->,X166
274,X49,->,X193
275,X50,->,X62
276,X50,->,X69
277,X50,->,X193
278,X51,->,X52
279,X51,->,X60
280,X51,->,X61
281,X51,->,X111
282,X51,->,X127
283,X51,->,X169
284,X52,->,X149
285,X52,->,X162
286,X53,->,X62
287,X53,->,X126
288,X53,->,X143
289,X54,->,X63
290,X54,->,X64
291,X55,->,X134
292,X55,->,X170
293,X55,->,X171
294,X56,->,X59
295,X56,->,X101
296,X56,->,X139
297,X56,->,X164
298,X56,->,X172
299,X57,->,X120
300,X57,->,X157
301,X57,->,X181
302,X58,->,X64
303,X58,->,X90
304,X58,->,X92
305,X58,->,X101
306,X58,->,X128
307,X58,->,X130
308,X58,->,X152
309,X58,->,X158
310,X58,->,X180
311,X59,->,X103
312,X59,->,X112
313,X59,->,X145
314,X59,->,X156
315,X59,->,X167
316,X60,->,X81
317,X60,->,X101
318,X60,->,X127
319,X60,->,X144
320,X60,->,X182
321,X60,->,X187
322,X61,->,X75
323,X61,->,X78
324,X61,->,X122
325,X61,->,X138
326,X62,->,X80
327,X62,->,X97
328,X62,->,X106
329,X62,->,X108
330,X62,->,X118
331,X62,->,X145
332,X62,->,X196
333,X63,->,X144
334,X63,->,X146
335,X63,->,X161
336,X64,->,X86
337,X64,->,X135
338,X64,->,X162
339,X65,->,X83
340,X65,->,X144
341,X65,->,X158
342,X66,->,X107
343,X66,->,X112
344,X66,->,X115
345,X66,->,X182
346,X67,->,X95
347,X67,->,X149
348,X67,->,X178
349,X68,->,X82
350,X68,->,X85
351,X68,->,X124
352,X69,->,X103
353,X69,->,X124
354,X69,->,X132
355,X69,->,X137
356,X69,->,X164
357,X69,->,X181
358,X70,->,X85
359,X70,->,X121
360,X70,->,X155
361,X70,->,X169
362,X70,->,X176
363,X70,->,X179
364,X70,->,X198
365,X71,->,X81
366,X71,->,X88
367,X71,->,X99
368,X71,->,X111
369,X71,->,X115
370,X71,->,X138
371,X71,->,X143
372,X72,->,X84
373,X72,->,X103
374,X72,->,X151
375,X72,->,X175
376,X72,->,X190
377,X72,->,X199
378,X73,->,X81
379,X73,->,X108
380,X73,->,X120
381,X73,->,X157
382,X73,->,X191
383,X73,->,X197
384,X74,->,X78
385,X74,->,X111
386,X74,->,X149
387,X75,->,X106
388,X76,->,X99
389,X76,->,X115
390,X76,->,X124
391,X76,->,X141
392,X77,->,X145
393,X77,->,X148
394,X78,->,X92
395,X78,->,X94
396,X78,->,X140
397,X78,->,X186
398,X79,->,X106
399,X79,->,X199
400,X80,->,X148
401,X80,->,X151
402,X80,->,X168
403,X80,->,X176
404,X80,->,X194
405,X81,->,X149
406,X81,->,X175
407,X82,->,X89
408,X82,->,X103
409,X82,->,X111
410,X82,->,X121
411,X82,->,X147
412,X82,->,X183
413,X83,->,X157
414,X83,->,X174
415,X83,->,X177
416,X84,->,X88
417,X84,->,X137
418,X84,->,X161
419,X85,->,X93
420,X85,->,X133
421,X85,->,X197
422,X86,->,X117
423,X87,->,X89
424,X87,->,X127
425,X88,->,X94
426,X88,->,X102
427,X88,->,X127
428,X88,->,X150
429,X88,->,X158
430,X88,->,X165
431,X88,->,X188
432,X89,->,X103
433,X89,->,X123
434,X89,->,X166
435,X89,->,X179
436,X90,->,X135
437,X90,->,X138
438,X91,->,X100
439,X91,->,X105
440,X91,->,X148
441,X91,->,X180
442,X91,->,X183
443,X92,->,X120
444,X92,->,X193
445,X93,->,X135
446,X93,->,X157
447,X94,->,X137
448,X94,->,X139
449,X94,->,X150
450,X95,->,X156
451,X95,->,X163
452,X95,->,X191
453,X96,->,X144
454,X96,->,X146
455,X96,->,X166
456,X96,->,X179
457,X97,->,X173
458,X98,->,X117
459,X100,->,X181
460,X100,->,X195
461,X101,->,X104
462,X101,->,X152
463,X101,->,X170
464,X101,->,X192
465,X102,->,X113
466,X102,->,X116
467,X103,->,X143
468,X103,->,X155
469,X103,->,X161
470,X103,->,X168
471,X103,->,X198
472,X104,->,X198
473,X105,->,X129
474,X105,->,X176
475,X106,->,X110
476,X106,->,X113
477,X106,->,X151
478,X106,->,X188
479,X107,->,X143
480,X107,->,X155
481,X108,->,X135
482,X109,->,X145
483,X109,->,X157
484,X109,->,X184
485,X109,->,X185
486,X110,->,X126
487,X110,->,X150
488,X112,->,X130
489,X112,->,X144
490,X112,->,X172
491,X113,->,X181
492,X113,->,X188
493,X113,->,X192
494,X113,->,X198
495,X114,->,X128
496,X114,->,X171
497,X114,->,X180
498,X114,->,X188
499,X114,->,X190
500,X115,->,X123
501,X115,->,X139
502,X115,->,X148
503,X116,->,X149
504,X116,->,X158
505,X116,->,X161
506,X116,->,X184
507,X116,->,X185
508,X116,->,X190
509,X117,->,X122
510,X117,->,X142
511,X117,->,X145
512,X117,->,X177
513,X118,->,X157
514,X119,->,X133
515,X120,->,X134
516,X120,->,X171
517,X120,->,X193
518,X120,->,X196
519,X121,->,X125
520,X121,->,X179
521,X121,->,X189
522,X122,->,X150
523,X122,->,X153
524,X122,->,X178
525,X123,->,X143
526,X124,->,X139
527,X124,->,X170
528,X124,->,X189
529,X124,->,X194
530,X124,->,X198
531,X125,->,X127
532,X125,->,X166
533,X125,->,X175
534,X125,->,X194
535,X126,->,X132
536,X126,->,X154
537,X126,->,X167
538,X127,->,X156
539,X128,->,X142
540,X128,->,X152
541,X128,->,X178
542,X129,->,X163
543,X129,->,X184
544,X130,->,X140
545,X130,->,X160
546,X130,->,X178
547,X130,->,X187
548,X131,->,X150
549,X131,->,X167
550,X131,->,X196
551,X132,->,X139
552,X132,->,X148
553,X132,->,X154
554,X132,->,X181
555,X133,->,X138
556,X133,->,X162
557,X133,->,X191
558,X134,->,X161
559,X134,->,X176
560,X134,->,X179
561,X134,->,X187
562,X135,->,X169
563,X135,->,X182
564,X136,->,X141
565,X137,->,X158
566,X137,->,X175
567,X138,->,X149
568,X138,->,X162
569,X138,->,X169
570,X139,->,X179
571,X139,->,X192
572,X139,->,X194
573,X139,->,X196
574,X140,->,X156
575,X141,->,X145
576,X141,->,X164
577,X141,->,X171
578,X142,->,X158
579,X142,->,X175
580,X143,->,X149
581,X143,->,X164
582,X143,->,X195
583,X144,->,X160
584,X144,->,X194
585,X145,->,X163
586,X146,->,X161
587,X147,->,X175
588,X147,->,X185
589,X148,->,X158
590,X148,->,X178
591,X149,->,X186
592,X150,->,X190
593,X150,->,X191
594,X151,->,X182
595,X152,->,X195
596,X152,->,X199
597,X153,->,X173
598,X153,->,X186
599,X154,->,X158
600,X154,->,X172
601,X155,->,X156
602,X158,->,X184
603,X158,->,X187
604,X158,->,X198
605,X159,->,X187
606,X160,->,X173
607,X160,->,X174
608,X161,->,X163
609,X161,->,X189
610,X162,->,X164
611,X162,->,X174
612,X162,->,X186
613,X163,->,X191
614,X165,->,X193
615,X166,->,X172
616,X167,->,X171
617,X167,->,X188
618,X168,->,X180
619,X169,->,X182
620,X169,->,X190
621,X170,->,X190
622,X170,->,X191
623,X172,->,X192
624,X172,->,X193
625,X172,->,X197
626,X174,->,X190
627,X177,->,X194
628,X178,->,X179
629,X178,->,X197
630,X180,->,X183
631,X185,->,X196
632,X186,->,X190
633,X187,->,X191
634,X187,->,X194
635,X191,->,X199
