1,asia,->,tub
2,asia,->,dysp
3,bronc,->,smoke
4,bronc,->,dysp
5,either,->,tub
6,either,->,lung
7,either,->,xray
8,either,->,dysp
9,dysp,->,bronc
10,dysp,->,either
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,asia,->,dysp
3,lung,->,either
4,bronc,->,smoke
5,bronc,->,dysp
6,either,->,tub
7,either,->,xray
8,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,bronc,->,smoke
2,either,->,tub
3,either,->,lung
4,xray,->,either
5,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,tub,->,either
3,smoke,->,bronc
4,lung,->,smoke
5,lung,->,either
6,bronc,->,dysp
7,either,->,xray
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,tub,->,either
3,smoke,->,lung
4,lung,->,either
5,either,->,xray
6,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,lung,->,either
3,bronc,->,smoke
4,bronc,->,dysp
5,either,->,xray
6,either,->,dysp
ID,Variable 1,Dependency,Variable 2
1,tub,->,xray
2,smoke,->,lung
3,lung,->,either
4,lung,->,xray
5,bronc,->,smoke
6,bronc,->,dysp
ID,Variable 1,Dependency,Variable 2
1,tub,->,xray
2,smoke,->,lung
3,smoke,->,bronc
4,lung,->,either
5,bronc,->,dysp
6,either,->,xray
ID,Variable 1,Dependency,Variable 2
1,smoke,->,lung
2,lung,->,either
3,bronc,->,asia
4,bronc,->,smoke
5,bronc,->,dysp
6,either,->,xray
7,either,->,dysp
ID,Variable 1,Dependency,Variable 2
1,smoke,->,bronc
2,bronc,->,dysp
3,either,->,tub
4,either,->,lung
5,xray,->,either
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,smoke,->,bronc
3,lung,->,either
4,bronc,->,dysp
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,smoke,->,asia
3,smoke,->,bronc
4,lung,->,tub
5,bronc,->,lung
6,bronc,->,dysp
7,either,->,lung
8,xray,->,smoke
9,xray,->,either
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,tub,->,lung
3,bronc,->,smoke
4,bronc,->,dysp
5,either,->,tub
6,either,->,lung
7,either,->,xray
8,xray,->,asia
9,xray,->,either
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,smoke,->,bronc
3,lung,->,smoke
4,bronc,->,dysp
5,either,->,xray
6,xray,->,asia
7,xray,->,either
ID,Variable 1,Dependency,Variable 2
1,tub,->,lung
2,lung,->,smoke
3,lung,->,dysp
4,bronc,->,smoke
5,either,->,lung
6,either,->,xray
7,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,tub,->,either
3,tub,->,xray
4,lung,->,either
5,lung,->,xray
6,bronc,->,smoke
7,bronc,->,dysp
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,tub,->,either
3,tub,->,xray
4,smoke,->,bronc
5,lung,->,either
6,bronc,->,dysp
7,xray,->,tub
8,xray,->,lung
ID,Variable 1,Dependency,Variable 2
1,smoke,->,asia
2,smoke,->,dysp
3,lung,->,bronc
4,bronc,->,smoke
5,bronc,->,xray
6,bronc,->,dysp
7,either,->,smoke
8,either,->,lung
9,either,->,xray
10,dysp,->,asia
ID,Variable 1,Dependency,Variable 2
1,asia,->,either
2,smoke,->,lung
3,lung,->,either
4,either,->,tub
5,either,->,xray
6,either,->,dysp
7,dysp,->,smoke
8,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,asia,->,either
2,smoke,->,lung
3,lung,->,either
4,either,->,xray
5,either,->,dysp
6,dysp,->,smoke
7,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,lung,->,smoke
2,either,->,tub
3,either,->,lung
4,either,->,xray
5,either,->,dysp
6,dysp,->,tub
7,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,lung,->,either
3,bronc,->,dysp
4,either,->,xray
5,either,->,dysp
6,dysp,->,smoke
ID,Variable 1,Dependency,Variable 2
1,bronc,->,dysp
2,either,->,lung
3,either,->,dysp
4,xray,->,either
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,asia,->,either
3,bronc,->,dysp
4,either,->,lung
5,either,->,xray
6,either,->,dysp
7,dysp,->,smoke
ID,Variable 1,Dependency,Variable 2
1,HTshots,->,HTshotOnTarget
2,ATgoals,->,HDA
3,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,HTshots,->,HTshotOnTarget
2,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,possession
2,HTshots,->,possession
3,ATshots,->,ATshotsOnTarget
4,HTshotOnTarget,->,HTshots
5,HTshotOnTarget,->,HTgoals
6,ATshotsOnTarget,->,HDA
7,possession,->,ATshots
8,HTgoals,->,HDA
9,ATgoals,->,possession
10,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,HDA,->,ATshotsOnTarget
2,HDA,->,HTgoals
3,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATgoals
2,HTshotOnTarget,->,HTshots
3,ATshotsOnTarget,->,HTgoals
4,possession,->,RDlevel
5,possession,->,HTshots
6,possession,->,ATshots
7,HTgoals,->,HTshotOnTarget
8,ATgoals,->,ATshots
9,ATgoals,->,ATshotsOnTarget
10,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,ATgoals,->,HDA
2,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshotsOnTarget
2,ATshots,->,possession
3,possession,->,ATshots
4,ATgoals,->,HDA
5,HDA,->,HTshots
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshotsOnTarget
2,HTshots,->,RDlevel
3,ATshots,->,possession
4,HTshotOnTarget,->,HTshots
5,possession,->,RDlevel
6,HTgoals,->,RDlevel
7,ATgoals,->,ATshotsOnTarget
8,ATgoals,->,HDA
9,HDA,->,HTshots
10,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,HTshots,->,HTshotOnTarget
2,HDA,->,HTgoals
3,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
2,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,possession
2,HTshots,->,HTshotOnTarget
3,ATshots,->,HTshots
4,ATshotsOnTarget,->,ATshots
5,ATshotsOnTarget,->,ATgoals
6,HTgoals,->,HTshots
7,ATgoals,->,possession
8,ATgoals,->,HDA
9,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
2,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshots
2,RDlevel,->,ATgoals
3,ATshots,->,HTshotOnTarget
4,HTshotOnTarget,->,HTgoals
5,ATshotsOnTarget,->,ATshots
6,ATshotsOnTarget,->,ATgoals
7,possession,->,RDlevel
8,possession,->,HTshots
9,HTgoals,->,HTshots
10,HTgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,ATshots,->,ATshotsOnTarget
2,ATgoals,->,HDA
3,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,ATshots,->,ATshotsOnTarget
2,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,HTshotOnTarget,->,HTshots
2,ATshotsOnTarget,->,ATshots
3,ATshotsOnTarget,->,ATgoals
4,possession,->,RDlevel
5,possession,->,HTshots
6,HTgoals,->,ATgoals
7,ATgoals,->,RDlevel
8,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,ATshots,->,ATshotsOnTarget
2,ATgoals,->,HDA
3,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,HTshotOnTarget,->,possession
2,HTshotOnTarget,->,HTgoals
3,ATshotsOnTarget,->,ATgoals
4,possession,->,ATgoals
5,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HDA
2,HTshots,->,possession
3,ATshots,->,ATshotsOnTarget
4,ATshots,->,possession
5,ATshots,->,HTgoals
6,HTshotOnTarget,->,possession
7,HTshotOnTarget,->,HTgoals
8,ATshotsOnTarget,->,ATgoals
9,possession,->,RDlevel
10,possession,->,ATgoals
11,HTgoals,->,HDA
12,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,ATshotsOnTarget,->,ATshots
2,HTgoals,->,HDA
3,HDA,->,ATshotsOnTarget
4,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTgoals
2,HTshots,->,RDlevel
3,HTshots,->,HTshotOnTarget
4,ATshotsOnTarget,->,ATshots
5,HTgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTgoals
2,HTshots,->,RDlevel
3,HTshots,->,HTshotOnTarget
4,ATshots,->,possession
5,HTshotOnTarget,->,possession
6,HTshotOnTarget,->,HTgoals
7,ATshotsOnTarget,->,ATshots
8,ATshotsOnTarget,->,HDA
9,possession,->,RDlevel
10,HTgoals,->,HDA
11,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,HTshots,->,HTshotOnTarget
2,HTgoals,->,HDA
3,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,HTshots,->,HTshotOnTarget
2,HTgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,HTshots,->,HTshotOnTarget
2,ATshots,->,RDlevel
3,ATshots,->,ATshotsOnTarget
4,HTshotOnTarget,->,RDlevel
5,possession,->,HTshots
6,possession,->,ATshots
7,HTgoals,->,HTshots
8,ATgoals,->,HDA
9,HDA,->,ATshotsOnTarget
10,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,ATshots,->,ATshotsOnTarget
2,ATgoals,->,HDA
3,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,ATgoals,->,HDA
2,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshotOnTarget
2,ATshots,->,ATshotsOnTarget
3,ATshots,->,possession
4,HTshotOnTarget,->,HTshots
5,possession,->,RDlevel
6,possession,->,HTshots
7,possession,->,ATgoals
8,ATgoals,->,HTshotOnTarget
9,ATgoals,->,HDA
10,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,HDA,->,HTgoals
2,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,HTshotOnTarget
3,RDlevel,->,ATshotsOnTarget
4,RDlevel,->,HTgoals
5,HTshots,->,ATshots
6,ATshots,->,RDlevel
7,ATshots,->,ATshotsOnTarget
8,HTshotOnTarget,->,HTgoals
9,possession,->,HTshotOnTarget
10,possession,->,ATshotsOnTarget
11,ATgoals,->,HTshots
12,HDA,->,ATshots
13,HDA,->,possession
14,HDA,->,HTgoals
15,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
2,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,possession
3,HTshots,->,RDlevel
4,HTshots,->,HTshotOnTarget
5,HTshots,->,ATgoals
6,ATshots,->,ATshotsOnTarget
7,HTshotOnTarget,->,ATshotsOnTarget
8,ATshotsOnTarget,->,ATgoals
9,possession,->,ATshots
10,possession,->,ATgoals
11,HTgoals,->,ATshots
12,HTgoals,->,ATshotsOnTarget
13,HTgoals,->,possession
14,HTgoals,->,HDA
15,HDA,->,HTshotOnTarget
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,possession
3,HTshots,->,HTshotOnTarget
4,HTshots,->,ATgoals
5,ATshots,->,ATshotsOnTarget
6,HTshotOnTarget,->,ATshotsOnTarget
7,ATshotsOnTarget,->,ATgoals
8,possession,->,ATshots
9,possession,->,ATgoals
10,HTgoals,->,ATshots
11,HTgoals,->,ATshotsOnTarget
12,HTgoals,->,possession
13,HTgoals,->,HDA
14,HDA,->,HTshotOnTarget
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
2,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshots
2,RDlevel,->,HTshotOnTarget
3,RDlevel,->,possession
4,RDlevel,->,HTgoals
5,HTshots,->,RDlevel
6,HTshots,->,HTshotOnTarget
7,HTshotOnTarget,->,HTgoals
8,ATshotsOnTarget,->,HTshots
9,ATshotsOnTarget,->,ATshots
10,possession,->,ATshotsOnTarget
11,HTgoals,->,HDA
12,ATgoals,->,ATshots
13,ATgoals,->,HTshotOnTarget
14,ATgoals,->,possession
15,HDA,->,HTshots
ID,Variable 1,Dependency,Variable 2
1,HTshots,->,HTshotOnTarget
2,ATgoals,->,HDA
3,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,HTshotOnTarget
3,RDlevel,->,ATshotsOnTarget
4,RDlevel,->,possession
5,RDlevel,->,ATgoals
6,HTshots,->,HTshotOnTarget
7,HTshots,->,HTgoals
8,ATshots,->,ATshotsOnTarget
9,ATshots,->,ATgoals
10,HTshotOnTarget,->,possession
11,HTshotOnTarget,->,HDA
12,ATshotsOnTarget,->,HTshotOnTarget
13,possession,->,ATshots
14,possession,->,ATshotsOnTarget
15,possession,->,HTgoals
16,HTgoals,->,ATgoals
17,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,HTshotOnTarget
3,RDlevel,->,ATshotsOnTarget
4,RDlevel,->,possession
5,RDlevel,->,ATgoals
6,HTshots,->,HTshotOnTarget
7,HTshots,->,HTgoals
8,ATshots,->,ATshotsOnTarget
9,ATshots,->,ATgoals
10,HTshotOnTarget,->,possession
11,ATshotsOnTarget,->,HTshotOnTarget
12,possession,->,ATshots
13,possession,->,ATshotsOnTarget
14,possession,->,HTgoals
15,HTgoals,->,ATgoals
16,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,HTshots,->,HTshotOnTarget
2,HTgoals,->,HDA
3,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,HTshotOnTarget
3,RDlevel,->,ATshotsOnTarget
4,RDlevel,->,possession
5,RDlevel,->,HTgoals
6,RDlevel,->,ATgoals
7,HTshots,->,HTshotOnTarget
8,HTshots,->,ATshotsOnTarget
9,HTshots,->,HDA
10,ATshotsOnTarget,->,HTshots
11,possession,->,HTshots
12,possession,->,ATshots
13,HTgoals,->,possession
14,ATgoals,->,HTshots
15,ATgoals,->,HTshotOnTarget
16,ATgoals,->,possession
17,HDA,->,HTshotOnTarget
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,HTshotOnTarget
3,RDlevel,->,ATshotsOnTarget
4,RDlevel,->,possession
5,RDlevel,->,HTgoals
6,RDlevel,->,ATgoals
7,HTshots,->,HTshotOnTarget
8,ATshots,->,possession
9,ATshotsOnTarget,->,HTshots
10,ATshotsOnTarget,->,ATshots
11,possession,->,HTshots
12,HTgoals,->,possession
13,HTgoals,->,HDA
14,ATgoals,->,HTshots
15,ATgoals,->,HTshotOnTarget
16,ATgoals,->,possession
17,HDA,->,HTshotOnTarget
ID,Variable 1,Dependency,Variable 2
1,HTshots,->,HTshotOnTarget
2,ATshots,->,ATshotsOnTarget
3,ATgoals,->,HDA
4,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshots
2,RDlevel,->,ATshotsOnTarget
3,RDlevel,->,possession
4,RDlevel,->,HTgoals
5,RDlevel,->,HDA
6,HTshots,->,RDlevel
7,HTshots,->,HTgoals
8,ATshots,->,ATshotsOnTarget
9,HTshotOnTarget,->,HTgoals
10,ATshotsOnTarget,->,RDlevel
11,ATshotsOnTarget,->,HTshots
12,ATshotsOnTarget,->,ATgoals
13,HTgoals,->,ATshots
14,HTgoals,->,HDA
15,ATgoals,->,RDlevel
16,ATgoals,->,possession
17,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshots
2,RDlevel,->,possession
3,RDlevel,->,HTgoals
4,HTshots,->,RDlevel
5,HTshots,->,HTgoals
6,ATshots,->,ATshotsOnTarget
7,HTshotOnTarget,->,HTgoals
8,ATshotsOnTarget,->,RDlevel
9,ATshotsOnTarget,->,HTshots
10,ATshotsOnTarget,->,ATgoals
11,HTgoals,->,ATshots
12,ATgoals,->,RDlevel
13,ATgoals,->,possession
14,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,ATgoals,->,HDA
2,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshotsOnTarget
2,RDlevel,->,ATgoals
3,HTshots,->,ATshots
4,HTshots,->,HTshotOnTarget
5,ATshots,->,ATshotsOnTarget
6,HTshotOnTarget,->,RDlevel
7,HTshotOnTarget,->,HTgoals
8,ATshotsOnTarget,->,possession
9,possession,->,ATshots
10,possession,->,HTshotOnTarget
11,possession,->,ATgoals
12,HTgoals,->,RDlevel
13,ATgoals,->,HTshots
14,ATgoals,->,ATshotsOnTarget
15,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
2,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshots
2,RDlevel,->,HTshotOnTarget
3,RDlevel,->,ATshotsOnTarget
4,RDlevel,->,possession
5,RDlevel,->,HTgoals
6,HTshots,->,possession
7,ATshots,->,HTgoals
8,HTshotOnTarget,->,possession
9,HTshotOnTarget,->,HTgoals
10,possession,->,HTshots
11,possession,->,ATshots
12,HTgoals,->,HTshots
13,HTgoals,->,HTshotOnTarget
14,HTgoals,->,ATshotsOnTarget
15,ATgoals,->,possession
16,HDA,->,ATshotsOnTarget
17,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshots
2,RDlevel,->,HTshotOnTarget
3,RDlevel,->,ATshotsOnTarget
4,RDlevel,->,possession
5,RDlevel,->,HTgoals
6,HTshots,->,possession
7,ATshots,->,HTgoals
8,HTshotOnTarget,->,possession
9,HTshotOnTarget,->,HTgoals
10,possession,->,ATshots
11,HTgoals,->,ATshotsOnTarget
12,HTgoals,->,HDA
13,ATgoals,->,possession
14,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
2,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,HTshotOnTarget
3,RDlevel,->,ATshotsOnTarget
4,RDlevel,->,possession
5,RDlevel,->,ATgoals
6,HTshots,->,ATshotsOnTarget
7,ATshots,->,RDlevel
8,ATshots,->,possession
9,HTshotOnTarget,->,RDlevel
10,HTshotOnTarget,->,ATshots
11,HTshotOnTarget,->,HTgoals
12,ATshotsOnTarget,->,RDlevel
13,ATshotsOnTarget,->,ATgoals
14,HTgoals,->,ATshotsOnTarget
15,HTgoals,->,HDA
16,ATgoals,->,HTshots
17,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,possession
3,RDlevel,->,ATgoals
4,HTshots,->,ATshotsOnTarget
5,ATshots,->,RDlevel
6,ATshots,->,possession
7,HTshotOnTarget,->,RDlevel
8,HTshotOnTarget,->,ATshots
9,HTshotOnTarget,->,HTgoals
10,ATshotsOnTarget,->,RDlevel
11,ATshotsOnTarget,->,ATgoals
12,HTgoals,->,ATshotsOnTarget
13,HTgoals,->,HDA
14,ATgoals,->,HTshots
ID,Variable 1,Dependency,Variable 2
1,HTshots,->,HTshotOnTarget
2,HDA,->,HTgoals
3,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,possession
2,RDlevel,->,ATgoals
3,HTshots,->,HTshotOnTarget
4,HTshots,->,ATshotsOnTarget
5,ATshots,->,HTshots
6,ATshots,->,ATshotsOnTarget
7,HTshotOnTarget,->,HTgoals
8,ATshotsOnTarget,->,RDlevel
9,ATshotsOnTarget,->,HTgoals
10,ATshotsOnTarget,->,ATgoals
11,possession,->,HTgoals
12,ATgoals,->,HTshots
13,ATgoals,->,HDA
14,HDA,->,HTgoals
15,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,possession
2,RDlevel,->,ATgoals
3,HTshots,->,HTshotOnTarget
4,HTshots,->,ATshotsOnTarget
5,ATshots,->,HTshots
6,ATshots,->,ATshotsOnTarget
7,HTshotOnTarget,->,HTgoals
8,ATshotsOnTarget,->,HTgoals
9,ATshotsOnTarget,->,ATgoals
10,possession,->,HTgoals
11,ATgoals,->,HTshots
12,HDA,->,HTgoals
13,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,CHI_Age,->,BF_BreastfedMonths
2,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
3,CUL_LanguageGroup,->,GEO_Region
4,ECO_WealthQuintile,->,KNW_WatchTV
5,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
6,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
7,ECO_WealthQuintile,->,WSH_WashWithAgent
8,IMM_Diptheria,->,BF_BottleFeeding
9,IMM_Diptheria,->,SRV_Near
10,IMM_Measles,->,CHI_Age
11,IMM_Measles,->,IMM_Diptheria
12,IMM_Measles,->,IMM_VitaminA1
13,KNW_WatchTV,->,MTH_Education
14,MTH_MaternalAge,->,FP_ModernMethod
15,SRV_Near,->,SRV_OKAlone
