6,dysp,->,smoke
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,lung,->,tub
3,lung,->,either
4,lung,->,xray
5,bronc,->,dysp
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,lung,->,tub
3,lung,->,either
4,either,->,xray
5,xray,->,dysp
6,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,lung,->,either
2,bronc,->,smoke
3,either,->,xray
4,xray,->,smoke
5,xray,->,dysp
6,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,bronc,->,smoke
2,bronc,->,dysp
3,either,->,tub
4,either,->,lung
5,either,->,xray
ID,Variable 1,Dependency,Variable 2
1,lung,->,either
2,bronc,->,smoke
3,bronc,->,dysp
4,either,->,xray
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,smoke,->,tub
3,either,->,lung
4,either,->,xray
5,either,->,dysp
6,xray,->,asia
7,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,lung,->,either
3,bronc,->,smoke
4,either,->,smoke
5,either,->,xray
6,either,->,dysp
7,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,bronc,->,smoke
3,either,->,smoke
4,either,->,lung
5,either,->,xray
6,either,->,dysp
7,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,smoke,->,asia
2,smoke,->,bronc
3,smoke,->,either
4,bronc,->,tub
5,bronc,->,dysp
6,either,->,lung
7,either,->,xray
ID,Variable 1,Dependency,Variable 2
1,tub,->,asia
2,tub,->,either
3,lung,->,smoke
4,lung,->,either
5,bronc,->,dysp
6,either,->,xray
7,either,->,dysp
8,dysp,->,smoke
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,tub,->,either
3,tub,->,xray
4,smoke,->,lung
5,lung,->,either
6,lung,->,xray
7,dysp,->,smoke
8,dysp,->,lung
9,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,asia,->,dysp
3,tub,->,either
4,smoke,->,lung
5,lung,->,either
6,bronc,->,smoke
7,either,->,xray
8,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,tub,->,xray
3,lung,->,either
4,bronc,->,smoke
5,bronc,->,dysp
6,either,->,dysp
7,xray,->,tub
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,tub,->,xray
3,smoke,->,bronc
4,lung,->,either
5,bronc,->,dysp
6,either,->,dysp
7,xray,->,tub
8,xray,->,lung
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,tub,->,xray
3,smoke,->,bronc
4,lung,->,either
5,bronc,->,dysp
6,either,->,xray
7,either,->,dysp
8,dysp,->,asia
ID,Variable 1,Dependency,Variable 2
1,tub,->,asia
2,tub,->,either
3,smoke,->,lung
4,lung,->,either
5,bronc,->,smoke
6,bronc,->,dysp
7,either,->,xray
ID,Variable 1,Dependency,Variable 2
1,tub,->,asia
2,tub,->,either
3,smoke,->,lung
4,smoke,->,bronc
5,lung,->,either
6,bronc,->,dysp
7,either,->,xray
ID,Variable 1,Dependency,Variable 2
1,tub,->,asia
2,tub,->,either
3,smoke,->,lung
4,lung,->,either
5,bronc,->,smoke
6,either,->,xray
7,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,tub,->,dysp
3,lung,->,either
4,lung,->,xray
5,lung,->,dysp
6,bronc,->,dysp
7,dysp,->,smoke
ID,Variable 1,Dependency,Variable 2
1,tub,->,dysp
2,lung,->,either
3,bronc,->,dysp
4,either,->,xray
5,either,->,dysp
6,dysp,->,smoke
ID,Variable 1,Dependency,Variable 2
1,smoke,->,bronc
2,bronc,->,asia
3,bronc,->,dysp
4,either,->,lung
5,either,->,xray
6,either,->,dysp
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,tub,->,either
3,lung,->,either
4,bronc,->,dysp
5,either,->,xray
6,either,->,dysp
7,dysp,->,smoke
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,smoke,->,lung
3,lung,->,either
4,bronc,->,dysp
5,either,->,xray
6,dysp,->,smoke
ID,Variable 1,Dependency,Variable 2
1,asia,->,tub
2,tub,->,either
3,smoke,->,lung
4,lung,->,either
5,bronc,->,dysp
6,either,->,xray
7,dysp,->,tub
8,dysp,->,smoke
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,smoke,->,lung
3,smoke,->,bronc
4,lung,->,either
5,bronc,->,dysp
6,either,->,xray
7,either,->,dysp
ID,Variable 1,Dependency,Variable 2
1,smoke,->,bronc
2,lung,->,either
3,bronc,->,dysp
4,either,->,tub
5,either,->,xray
6,dysp,->,lung
ID,Variable 1,Dependency,Variable 2
1,smoke,->,bronc
2,lung,->,smoke
3,bronc,->,dysp
4,either,->,tub
5,either,->,lung
6,either,->,dysp
7,xray,->,either
8,dysp,->,asia
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,lung,->,asia
3,lung,->,either
4,bronc,->,smoke
5,bronc,->,dysp
6,either,->,smoke
7,either,->,xray
ID,Variable 1,Dependency,Variable 2
1,lung,->,asia
2,bronc,->,smoke
3,bronc,->,dysp
4,either,->,tub
5,either,->,smoke
6,either,->,lung
7,either,->,xray
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,smoke,->,bronc
3,lung,->,asia
4,lung,->,either
5,bronc,->,dysp
6,either,->,smoke
7,either,->,xray
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,lung,->,smoke
3,lung,->,either
4,bronc,->,smoke
5,bronc,->,dysp
6,either,->,xray
7,either,->,dysp
ID,Variable 1,Dependency,Variable 2
1,tub,->,either
2,smoke,->,bronc
3,lung,->,smoke
4,lung,->,either
5,bronc,->,dysp
6,either,->,xray
7,either,->,dysp
ID,Variable 1,Dependency,Variable 2
1,tub,->,lung
2,tub,->,either
3,smoke,->,asia
4,smoke,->,bronc
5,lung,->,smoke
6,lung,->,either
7,bronc,->,dysp
8,either,->,xray
9,either,->,dysp
ID,Variable 1,Dependency,Variable 2
1,bronc,->,asia
2,bronc,->,smoke
3,either,->,tub
4,either,->,lung
5,either,->,xray
6,either,->,dysp
7,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,lung,->,either
2,bronc,->,smoke
3,either,->,tub
4,either,->,xray
5,either,->,dysp
6,dysp,->,bronc
ID,Variable 1,Dependency,Variable 2
1,bronc,->,asia
2,bronc,->,smoke
3,bronc,->,dysp
4,either,->,tub
5,either,->,lung
6,either,->,xray
7,dysp,->,either
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
1,ATshots,->,ATshotsOnTarget
2,HTshotOnTarget,->,possession
3,possession,->,HTshots
4,HTgoals,->,HDA
5,ATgoals,->,HTshots
6,HDA,->,possession
7,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,possession
2,ATshots,->,RDlevel
3,ATshots,->,ATshotsOnTarget
4,HTshotOnTarget,->,possession
5,ATshotsOnTarget,->,HTgoals
6,possession,->,HTshots
7,HTgoals,->,RDlevel
8,HTgoals,->,HDA
9,ATgoals,->,HTshots
10,HDA,->,possession
11,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
2,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,HTgoals
3,HTshots,->,RDlevel
4,HTshots,->,HTshotOnTarget
5,ATshotsOnTarget,->,ATshots
6,HTgoals,->,HTshots
7,HTgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,HTgoals
3,HTshots,->,HTshotOnTarget
4,ATshotsOnTarget,->,ATshots
5,possession,->,RDlevel
6,possession,->,ATshots
7,possession,->,HTshotOnTarget
8,HTgoals,->,HTshots
9,HTgoals,->,HDA
10,ATgoals,->,RDlevel
11,ATgoals,->,HTshotOnTarget
12,ATgoals,->,ATshotsOnTarget
13,HDA,->,ATshots
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshotOnTarget
2,RDlevel,->,HTgoals
3,ATshots,->,ATshotsOnTarget
4,ATshots,->,possession
5,possession,->,RDlevel
6,HTgoals,->,HDA
7,ATgoals,->,HTshotOnTarget
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshotOnTarget
2,RDlevel,->,HTgoals
3,HTshots,->,RDlevel
4,ATshots,->,ATshotsOnTarget
5,ATshots,->,possession
6,ATshots,->,HTgoals
7,ATshotsOnTarget,->,ATgoals
8,possession,->,RDlevel
9,HTgoals,->,HDA
10,ATgoals,->,HTshotOnTarget
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,ATshotsOnTarget
3,ATshots,->,RDlevel
4,HTshotOnTarget,->,HTshots
5,HTshotOnTarget,->,HTgoals
6,ATgoals,->,HDA
7,HDA,->,possession
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,ATshotsOnTarget
3,RDlevel,->,HTgoals
4,ATshots,->,RDlevel
5,HTshotOnTarget,->,HTshots
6,HTshotOnTarget,->,HTgoals
7,ATshotsOnTarget,->,HTshotOnTarget
8,possession,->,RDlevel
9,HDA,->,possession
10,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshots
2,RDlevel,->,HTgoals
3,RDlevel,->,ATgoals
4,ATshots,->,ATshotsOnTarget
5,possession,->,ATshotsOnTarget
6,possession,->,HDA
7,ATgoals,->,HTshots
8,ATgoals,->,HTshotOnTarget
9,ATgoals,->,HDA
10,HDA,->,ATshots
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
2,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshots
2,RDlevel,->,HTshotOnTarget
3,HTshots,->,ATshotsOnTarget
4,ATshots,->,ATshotsOnTarget
5,ATshots,->,possession
6,HTshotOnTarget,->,HTshots
7,possession,->,HTshotOnTarget
8,HDA,->,ATshots
9,HDA,->,HTgoals
10,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
2,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,HTshots,->,HTshotOnTarget
2,ATshots,->,ATshotsOnTarget
3,possession,->,ATshots
4,possession,->,HTgoals
5,HTgoals,->,ATshots
6,HTgoals,->,HDA
7,ATgoals,->,possession
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshotOnTarget
2,HTshots,->,HTshotOnTarget
3,HTshots,->,possession
4,ATshots,->,RDlevel
5,ATshots,->,ATshotsOnTarget
6,possession,->,ATshots
7,possession,->,HTgoals
8,HTgoals,->,ATshots
9,HTgoals,->,HDA
10,ATgoals,->,RDlevel
11,ATgoals,->,ATshotsOnTarget
12,ATgoals,->,possession
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,possession
3,HTshots,->,ATgoals
4,ATshots,->,ATshotsOnTarget
5,HTgoals,->,ATshots
6,ATgoals,->,HDA
7,HDA,->,HTshotOnTarget
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,possession
3,HTshots,->,HTshotOnTarget
4,ATshots,->,ATshotsOnTarget
5,possession,->,ATshots
6,possession,->,HDA
7,HTgoals,->,RDlevel
8,HTgoals,->,ATshots
9,HTgoals,->,HDA
10,HDA,->,HTshotOnTarget
11,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,ATgoals
3,HTshots,->,possession
4,HTshotOnTarget,->,HTshots
5,ATshotsOnTarget,->,ATshots
6,ATshotsOnTarget,->,HTgoals
7,possession,->,ATshots
8,possession,->,ATgoals
9,ATgoals,->,HDA
10,HDA,->,HTshotOnTarget
11,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,possession
3,HTshots,->,HTshotOnTarget
4,HTshots,->,HTgoals
5,HTshots,->,ATgoals
6,possession,->,RDlevel
7,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,HTshots,->,HTshotOnTarget
3,HTshots,->,HTgoals
4,HTshots,->,ATgoals
5,ATshotsOnTarget,->,RDlevel
6,ATshotsOnTarget,->,HTshotOnTarget
7,ATshotsOnTarget,->,ATgoals
8,possession,->,RDlevel
9,possession,->,ATshots
10,HTgoals,->,ATshots
11,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,ATgoals,->,HDA
2,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,HTshots,->,HDA
3,HTshotOnTarget,->,HTgoals
4,possession,->,HTshots
5,ATgoals,->,HTshotOnTarget
6,HDA,->,HTshots
7,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,HTshotOnTarget,->,HTshots
3,HTshotOnTarget,->,HTgoals
4,ATshotsOnTarget,->,RDlevel
5,ATshotsOnTarget,->,ATshots
6,possession,->,HTshots
7,HTgoals,->,ATshotsOnTarget
8,HTgoals,->,possession
9,ATgoals,->,HTshotOnTarget
10,ATgoals,->,ATshotsOnTarget
11,ATgoals,->,HDA
12,HDA,->,HTshots
ID,Variable 1,Dependency,Variable 2
1,ATgoals,->,HDA
2,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,possession
2,HTshots,->,RDlevel
3,ATshots,->,HTshotOnTarget
4,ATshots,->,ATshotsOnTarget
5,HTshotOnTarget,->,possession
6,HTshotOnTarget,->,HDA
7,ATshotsOnTarget,->,HDA
8,HTgoals,->,HTshotOnTarget
9,ATgoals,->,HTgoals
10,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
2,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshots
2,RDlevel,->,ATshotsOnTarget
3,ATshots,->,RDlevel
4,HTshotOnTarget,->,HDA
5,ATshotsOnTarget,->,HDA
6,possession,->,HTshots
7,possession,->,HTgoals
8,HTgoals,->,ATgoals
9,HTgoals,->,HDA
10,ATgoals,->,RDlevel
ID,Variable 1,Dependency,Variable 2
1,HTshots,->,HTshotOnTarget
2,HTgoals,->,HDA
3,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshotsOnTarget
2,RDlevel,->,HTgoals
3,RDlevel,->,ATgoals
4,HTshots,->,HTgoals
5,ATshotsOnTarget,->,HTshotOnTarget
6,possession,->,ATshotsOnTarget
7,HTgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshotsOnTarget
2,RDlevel,->,HTgoals
3,RDlevel,->,ATgoals
4,HTshots,->,HTgoals
5,HTshotOnTarget,->,HTshots
6,ATshotsOnTarget,->,ATshots
7,ATshotsOnTarget,->,HTshotOnTarget
8,possession,->,ATshotsOnTarget
9,HTgoals,->,HDA
10,ATgoals,->,ATshots
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,possession
2,RDlevel,->,ATgoals
3,HTshots,->,HTshotOnTarget
4,ATshots,->,ATshotsOnTarget
5,HTshotOnTarget,->,ATshotsOnTarget
6,possession,->,HTshots
7,possession,->,HDA
8,HTgoals,->,HDA
9,ATgoals,->,HTshots
10,ATgoals,->,ATshotsOnTarget
11,ATgoals,->,HDA
12,HDA,->,HTshotOnTarget
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshotOnTarget
2,RDlevel,->,ATshotsOnTarget
3,RDlevel,->,HTgoals
4,ATshotsOnTarget,->,HTshots
5,ATgoals,->,HTshotOnTarget
6,ATgoals,->,HDA
7,HDA,->,HTshotOnTarget
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,HTshotOnTarget
2,RDlevel,->,ATshotsOnTarget
3,RDlevel,->,possession
4,RDlevel,->,HTgoals
5,HTshots,->,HTshotOnTarget
6,ATshotsOnTarget,->,HTshots
7,ATshotsOnTarget,->,ATshots
8,ATshotsOnTarget,->,ATgoals
9,possession,->,ATshots
10,ATgoals,->,HTshotOnTarget
11,ATgoals,->,HDA
12,HDA,->,HTshotOnTarget
13,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,HTgoals,->,HDA
2,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,ATgoals,->,HDA
2,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshots
2,HTshots,->,HTshotOnTarget
3,ATshots,->,ATshotsOnTarget
4,HTshotOnTarget,->,RDlevel
5,possession,->,RDlevel
6,ATgoals,->,HTshots
7,ATgoals,->,ATshotsOnTarget
8,ATgoals,->,possession
9,ATgoals,->,HDA
10,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,possession
2,HTshots,->,ATshotsOnTarget
3,ATshotsOnTarget,->,ATgoals
4,ATgoals,->,possession
5,ATgoals,->,HDA
6,HDA,->,ATshotsOnTarget
7,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,possession
2,HTshots,->,HTshotOnTarget
3,HTshots,->,ATshotsOnTarget
4,HTshots,->,possession
5,ATshotsOnTarget,->,ATshots
6,possession,->,ATshots
7,ATgoals,->,possession
8,ATgoals,->,HDA
9,HDA,->,ATshotsOnTarget
10,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshots
2,RDlevel,->,HTgoals
3,HTshots,->,RDlevel
4,ATshots,->,HTshots
5,possession,->,ATshots
6,HTgoals,->,ATshots
7,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshots
2,RDlevel,->,HTgoals
3,RDlevel,->,ATgoals
4,HTshots,->,HTshotOnTarget
5,HTshots,->,HDA
6,ATshots,->,HTshots
7,ATshotsOnTarget,->,ATshots
8,ATshotsOnTarget,->,HDA
9,possession,->,ATshots
10,HTgoals,->,ATshots
11,HTgoals,->,HDA
12,ATgoals,->,HTshotOnTarget
13,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATshots
2,RDlevel,->,HTgoals
3,RDlevel,->,HDA
4,HTshots,->,HTshotOnTarget
5,HTshots,->,HTgoals
6,ATshots,->,ATshotsOnTarget
7,ATshotsOnTarget,->,HTshots
8,ATshotsOnTarget,->,ATgoals
9,possession,->,HTshots
10,ATgoals,->,HDA
ID,Variable 1,Dependency,Variable 2
1,HTshots,->,HTshotOnTarget
2,ATshots,->,ATshotsOnTarget
3,HDA,->,possession
4,HDA,->,HTgoals
5,HDA,->,ATgoals
ID,Variable 1,Dependency,Variable 2
1,HTshots,->,HTshotOnTarget
2,ATshots,->,ATshotsOnTarget
3,ATgoals,->,HDA
4,HDA,->,HTgoals
ID,Variable 1,Dependency,Variable 2
1,RDlevel,->,ATgoals
2,HTshots,->,RDlevel
3,HTshots,->,HTshotOnTarget
4,ATshots,->,ATshotsOnTarget
5,ATshots,->,ATgoals
6,ATshotsOnTarget,->,HTshotOnTarget
7,possession,->,RDlevel
