6,actualRentalIncome,->,rentalIncomeT+1
7,otherPropertyExpenses,->,propertyExpenses
8,rentalNetProfitBeforeInterest,->,LTV
9,rentalGrossYield,->,stampDutyTaxBand
10,rentalIncomeLoss%,->,propertyExpenses
11,rentalIncomeLoss%,->,rentalNetProfitBeforeInterest
12,rentalIncome,->,actualRentalIncome
13,rentalIncome,->,stampDutyTaxBand
14,rentalIncome,->,interest
15,propertyPurchaseValue,->,stampDutyTaxBand
16,propertyPurchaseValue,->,stampDutyTax
17,LTV,->,propertyExpensesGrowth
18,propertyValueT+1,->,propertyPurchaseValue
19,stampDutyTaxBand,->,LTV
20,capitalGains,->,rentalNetProfitBeforeInterest
21,otherPropertyExpensesT+1,->,otherPropertyExpenses
22,otherPropertyExpensesT+1,->,stampDutyTaxBand
23,rentalGrowth,->,interest
24,capitalGrowth,->,capitalGains
25,capitalGrowth,->,netProfit
26,incomeTax,->,rentalNetProfitBeforeInterest
27,incomeTax,->,interest
28,netProfit,->,rentalNetProfitBeforeInterest
29,interest,->,otherPropertyExpensesT+1
30,interest,->,interestTaxRelief
31,interestRate,->,interest
32,borrowing,->,LTV
33,borrowing,->,interest
34,borrowing,->,otherInterestFees
35,otherInterestFees,->,rentalNetProfitBeforeInterest
36,otherInterestFees,->,propertyExpensesGrowth
ID,Variable 1,Dependency,Variable 2
1,propertyManagement,->,actualRentalIncome
2,propertyExpenses,->,propertyManagement
3,propertyExpenses,->,rentalGrossYield
4,rentalGrossProfit,->,rentalNetProfitBeforeInterest
5,actualRentalIncome,->,rentalGrossYield
6,actualRentalIncome,->,rentalIncomeT+1
7,actualRentalIncome,->,rentalIncome
8,otherPropertyExpenses,->,propertyExpenses
9,otherPropertyExpenses,->,rentalNetProfitBeforeInterest
10,otherPropertyExpenses,->,otherPropertyExpensesT+1
11,rentalGrossYield,->,stampDutyTaxBand
12,rentalIncomeT+1,->,rentalGrossProfit
13,rentalIncomeT+1,->,rentalIncomeLoss%
14,rentalIncomeT+1,->,interestRate
15,rentalIncomeLoss%,->,LTV
16,propertyPurchaseValue,->,propertyValueT+1
17,LTV,->,propertyExpensesGrowth
18,LTV,->,netProfit
19,stampDutyTaxBand,->,propertyPurchaseValue
20,stampDutyTaxBand,->,LTV
21,stampDutyTaxBand,->,stampDutyTax
22,stampDutyTax,->,incomeTax
23,capitalGains,->,rentalGrossYield
24,capitalGains,->,capitalGrowth
25,netProfit,->,rentalNetProfitBeforeInterest
26,netProfit,->,rentalGrowth
27,interest,->,interestTaxRelief
28,interest,->,netProfit
29,interest,->,interestRate
30,borrowing,->,LTV
31,borrowing,->,interest
32,otherInterestFees,->,rentalGrossYield
ID,Variable 1,Dependency,Variable 2
1,propertyManagement,->,propertyExpenses
2,propertyExpenses,->,otherPropertyExpensesT+1
3,propertyExpenses,->,rentalGrowth
4,propertyExpenses,->,incomeTax
5,rentalGrossProfit,->,propertyExpenses
6,rentalGrossProfit,->,rentalNetProfitBeforeInterest
7,actualRentalIncome,->,rentalGrossProfit
8,actualRentalIncome,->,rentalIncomeT+1
9,rentalNetProfitBeforeInterest,->,otherPropertyExpensesT+1
10,rentalNetProfitBeforeInterest,->,incomeTax
11,rentalIncomeLoss%,->,capitalGrowth
12,rentalIncome,->,actualRentalIncome
13,rentalIncome,->,rentalIncomeLoss%
14,rentalIncome,->,rentalGrowth
15,propertyPurchaseValue,->,rentalGrossYield
16,propertyPurchaseValue,->,stampDutyTaxBand
17,propertyPurchaseValue,->,capitalGains
18,LTV,->,borrowing
19,propertyValueT+1,->,propertyExpenses
20,propertyValueT+1,->,propertyPurchaseValue
21,stampDutyTaxBand,->,stampDutyTax
22,stampDutyTax,->,LTV
23,capitalGains,->,capitalGrowth
24,otherPropertyExpensesT+1,->,otherPropertyExpenses
25,propertyExpensesGrowth,->,capitalGrowth
26,propertyExpensesGrowth,->,interest
27,rentalGrowth,->,interest
28,incomeTax,->,rentalIncomeLoss%
29,interestTaxRelief,->,interest
30,interest,->,netProfit
31,interestRate,->,rentalGrowth
32,interestRate,->,interest
33,borrowing,->,interest
34,otherInterestFees,->,rentalGrowth
35,otherInterestFees,->,netProfit
